,P_NAME,P_RADIUS,P_DENSITY,P_ESCAPE,P_TEMP_SURF
3756,Kepler-42 c,0.72865,0.81333684,0.65713438,822.04406
3757,Kepler-42 d,0.57171,0.69734653,0.47741946,513.09703
3769,Kepler-430 c,1.7936,0.64446781,1.4398797,499.23399
3770,Kepler-431 b,0.76228,0.83952656,0.69844425,1429.2437
3771,Kepler-431 c,0.6726,0.75206272,0.58328915,1316.8279
3772,Kepler-431 d,1.121,1.0017475,1.1219791,1185.5301
3779,Kepler-436 c,2.33168,0.47636398,1.6093052,555.09388
3780,Kepler-437 b,2.1299,0.5394589,1.5643661,345.75114
3781,Kepler-438 b,1.121,1.0355904,1.140774,323.32719
3782,Kepler-439 b,2.242,0.50200187,1.5885039,334.72802
3784,Kepler-440 b,1.9057,0.59699666,1.4724498,307.83897
3785,Kepler-441 b,1.6815,0.70192521,1.4087771,196.2721
3786,Kepler-442 b,1.3452,0.96880302,1.3240507,263.06654
3787,Kepler-443 b,2.3541,0.46288279,1.6016235,278.82944
3790,Kepler-444 d,0.52687,1.3690594,0.61647379,917.82095
3792,Kepler-444 f,0.73986,0.8161629,0.66840236,786.81843
3793,Kepler-445 b,1.5694,0.80742594,1.4102139,583.09706
3794,Kepler-445 c,2.4662,0.45556016,1.6645665,495.09378
3795,Kepler-445 d,1.2331,1.118771,1.3042742,409.95714
3796,Kepler-446 b,1.4573,0.92321946,1.4002367,584.7026
3797,Kepler-446 c,1.121,1.0017475,1.1219791,468.89705
3798,Kepler-446 d,1.3452,0.98185966,1.332943,392.93272
3801,Kepler-449 b,2.05143,0.5669474,1.5446429,1064.5377
3806,Kepler-450 d,0.84075,29.617233,4.5755059,1380.4764
3809,Kepler-452 b,1.62545,0.76967016,1.4260211,295.26018
3811,Kepler-454 b,2.3541,0.4641009,1.6037295,960.38757
3817,Kepler-46 d,1.63666,0.76121274,1.427945,894.19723
3826,Kepler-466 c,1.25552,1.0599007,1.2925764,1283.7908
3827,Kepler-467 b,2.25321,0.49732487,1.5889922,852.79998
3829,Kepler-47 b,3.04912,0.072987686,0.82375737,513.43892
3837,Kepler-475 b,2.48862,0.43923405,1.6493263,1102.7683
3839,Kepler-477 b,2.07385,0.55232135,1.5412506,769.50515
3841,Kepler-479 b,2.11869,0.54138338,1.5589058,721.15319
3842,Kepler-48 b,1.88328,0.59002329,1.4466034,1060.239
3844,Kepler-48 d,2.04022,0.93562359,1.9734566,510.32701
3847,Kepler-481 b,2.49983,0.43538604,1.6494826,1084.0566
3848,Kepler-482 b,2.36531,0.46593966,1.6145552,418.8519
3850,Kepler-484 b,2.27563,0.49355811,1.5987141,889.33772
3860,Kepler-49 d,1.60303,0.77155556,1.4080733,852.19675
3861,Kepler-49 e,1.55819,0.80733597,1.400063,440.54647
3868,Kepler-495 c,1.22189,1.0836429,1.2719652,1013.0632
3869,Kepler-496 b,2.32047,0.48075752,1.6089369,828.53416
3872,Kepler-499 b,2.17474,0.51913392,1.5669208,1002.0056
3878,Kepler-501 c,1.6815,0.72866521,1.4353602,1507.6908
3880,Kepler-504 b,1.59182,0.78245529,1.4080683,456.67208
3883,Kepler-507 b,1.30036,1.0190382,1.3126799,1596.0267
3884,Kepler-508 b,1.63666,0.76121274,1.427945,809.27209
3885,Kepler-509 b,2.48862,0.43923405,1.6493263,673.85677
3886,Kepler-51 b,7.09593,0.0062267614,0.55993864,528.74301
3889,Kepler-510 b,2.4662,0.44496574,1.6450973,951.52088
3893,Kepler-513 b,2.19716,0.51538948,1.577355,711.89436
3894,Kepler-514 b,1.71513,0.71183521,1.4470608,1355.9615
3895,Kepler-515 b,1.4573,0.88214185,1.3687312,658.4998
3898,Kepler-518 b,2.10748,0.54327754,1.5533679,987.93463
3899,Kepler-519 b,2.09627,0.54858966,1.5526409,594.26009
3902,Kepler-52 d,1.95054,0.59959169,1.5103676,380.13252
3903,Kepler-520 b,1.65908,0.7446873,1.4317075,1016.9263
3904,Kepler-520 c,1.06495,1.0262877,1.0788567,1583.3521
3907,Kepler-523 b,1.96175,0.5977912,1.5167654,994.79686
3908,Kepler-524 b,1.9057,0.62455036,1.5060461,1317.1416
3909,Kepler-524 c,0.96406,0.93644848,0.93292345,2128.1361
3911,Kepler-526 b,1.99538,0.58007388,1.5197329,1391.9727
3913,Kepler-528 b,2.08506,0.55047314,1.5469869,839.48941
3914,Kepler-529 b,1.86086,0.64120132,1.4900845,1843.9175
3915,Kepler-529 c,1.99538,0.5880749,1.5301779,988.59063
3919,Kepler-53 d,2.11869,0.54138338,1.5589058,973.75572
3924,Kepler-534 b,2.242,0.50200187,1.5885039,877.96492
3925,Kepler-534 c,1.22189,1.1097758,1.287211,1135.085
3926,Kepler-535 b,2.36531,0.46593966,1.6145552,1436.5723
3928,Kepler-537 b,1.41246,0.91245657,1.3492184,1338.1647
3929,Kepler-538 b,2.21958,0.96933877,2.1852876,379.80713
3932,Kepler-54 b,2.09627,2.3461696,3.2109011,546.85904
3933,Kepler-54 c,1.2331,10.509667,3.9975396,478.35075
3934,Kepler-54 d,1.52456,0.83414498,1.3924041,383.29702
3937,Kepler-542 b,1.5694,0.79920368,1.4030152,832.47662
3938,Kepler-543 b,2.49983,0.43538604,1.6494826,634.75727
3939,Kepler-544 b,2.11869,0.54138338,1.5589058,989.99954
3946,Kepler-55 b,2.43257,2.9807797,4.1998163,464.63597
3947,Kepler-55 c,2.20837,6.4923111,5.6269298,405.162
3948,Kepler-55 d,1.59182,0.78245529,1.4080683,1088.9846
3949,Kepler-55 e,1.54698,0.81642929,1.3977966,846.44765
3950,Kepler-55 f,1.59182,0.78245529,1.4080683,651.5957
3958,Kepler-556 b,2.242,0.50200187,1.5885039,897.25172
3960,Kepler-558 b,2.36531,0.46834141,1.6187111,549.96848
3965,Kepler-560 b,1.71513,0.71183521,1.4470608,356.49242
3972,Kepler-566 b,2.15232,0.52915112,1.5656573,602.61161
3973,Kepler-567 b,2.25321,0.49732487,1.5889922,648.55196
3974,Kepler-568 b,2.26442,0.49271265,1.5894755,474.8544
3978,Kepler-570 b,2.45499,0.4446449,1.6370291,1088.41
3982,Kepler-574 b,2.38773,0.46227637,1.6234393,946.02273
3983,Kepler-575 b,2.38773,0.46227637,1.6234393,976.57952
3986,Kepler-578 b,1.99538,0.5880749,1.5301779,1453.0478
3987,Kepler-579 b,1.99538,0.5880749,1.5301779,823.17426
3994,Kepler-583 b,2.27563,0.49355811,1.5987141,1034.2157
3998,Kepler-587 b,2.23079,0.5038819,1.5835182,813.11551
4000,Kepler-589 b,2.27563,0.49086107,1.59434,681.32626
4001,Kepler-589 c,1.121,1.0265656,1.1357924,1141.6052
4002,Kepler-59 b,1.09858,1.030779,1.1153585,1075.1128
4003,Kepler-59 c,1.98417,0.5858926,1.5187556,936.0384
4006,Kepler-592 b,2.38773,0.46227637,1.6234393,1606.2956
4008,Kepler-594 b,2.17474,0.52531409,1.5762201,780.2015
4010,Kepler-595 c,1.0089,3.2125148,1.8083009,751.09343
4012,Kepler-597 b,2.36531,0.46834141,1.6187111,868.73788
4013,Kepler-598 b,1.50214,0.84298649,1.3791793,1185.0418
4017,Kepler-60 b,1.71513,0.83026443,1.5628067,1326.9552
4018,Kepler-60 c,1.9057,0.55612535,1.4211532,1231.3386
4019,Kepler-60 d,1.99538,0.5236667,1.4439531,1118.4858
4021,Kepler-601 b,1.9057,0.61536579,1.4949312,950.33496
4022,Kepler-602 b,2.08506,0.55397934,1.5519058,992.15611
4025,Kepler-603 d,1.32278,0.9941865,1.3189294,1397.1197
4027,Kepler-605 b,1.43488,0.90262502,1.3632304,1217.1555
4028,Kepler-605 c,0.86317,0.87967681,0.80957653,1373.1366
4030,Kepler-607 b,0.87438,0.88430983,0.82224728,1987.4849
4034,Kepler-61 b,2.15232,0.52915112,1.5656573,328.65176
4037,Kepler-611 b,1.64787,0.75288592,1.4298403,1914.552
4039,Kepler-613 b,2.28684,0.48899299,1.5991423,793.25965
4040,Kepler-614 b,2.38773,0.46227637,1.6234393,705.80625
4041,Kepler-615 b,1.73755,0.70281045,1.456654,661.47168
4042,Kepler-616 b,2.43257,0.45042894,1.6325951,886.50431
4045,Kepler-617 b,1.32278,0.9941865,1.3189294,917.27311
4048,Kepler-619 c,1.69271,0.72083715,1.4371468,1874.4742
4055,Kepler-621 b,2.29805,0.48710959,1.6038835,1055.6984
4056,Kepler-622 b,2.1299,0.53616952,1.5595894,560.14607
4058,Kepler-624 b,2.30926,0.48263105,1.6042811,993.70372
4059,Kepler-625 b,1.99538,0.58007388,1.5197329,1311.5659
4060,Kepler-625 c,1.05374,0.98876512,1.047804,1612.6453
4061,Kepler-626 b,2.28684,0.48899299,1.5991423,828.1744
4064,Kepler-629 b,1.37883,0.9457026,1.3408741,916.17982
4068,Kepler-632 b,2.20837,0.51348278,1.5824674,560.1638
4069,Kepler-633 b,1.62545,0.76967016,1.4260211,1105.0754
4070,Kepler-633 c,2.29805,0.48449072,1.5995662,784.29864
4071,Kepler-634 b,1.89449,0.62167993,1.4937425,1524.9542
4075,Kepler-638 b,1.82723,0.65642188,1.4804193,1554.5768
4076,Kepler-639 b,2.37652,0.466481,1.6231492,1222.453
4078,Kepler-641 b,1.84965,0.64288524,1.4830517,1214.7203
4082,Kepler-645 b,2.09627,0.54858966,1.5526409,1685.0884
4083,Kepler-646 b,1.99538,0.58007388,1.5197329,731.24129
4084,Kepler-647 b,1.16584,1.077084,1.2099398,1046.9721
4087,Kepler-649 b,2.26442,0.49271265,1.5894755,660.28604
4088,Kepler-65 b,1.42367,0.83710078,1.3025614,2012.1733
4090,Kepler-65 d,1.52456,1.1660091,1.6462489,1298.9001
4093,Kepler-651 b,2.36531,0.46834141,1.6187111,662.62104
4094,Kepler-652 b,2.48862,0.43923405,1.6493263,1098.2134
4095,Kepler-653 b,1.95054,0.59959169,1.5103676,890.58145
4096,Kepler-653 c,0.7847,0.82880382,0.71438039,2259.2498
4097,Kepler-654 b,2.07385,0.55232135,1.5412506,1123.6696
4101,Kepler-658 b,1.62545,0.76967016,1.4260211,1250.6673
4102,Kepler-659 b,2.49983,0.43538604,1.6494826,612.57247
4106,Kepler-662 b,2.17474,0.52531409,1.5762201,624.69696
4110,Kepler-666 b,2.39894,0.4604304,1.6278013,1372.3696
4117,Kepler-672 b,2.49983,0.43538604,1.6494826,580.01932
4119,Kepler-674 b,1.69271,0.72083715,1.4371468,1020.0975
4120,Kepler-675 b,2.44378,0.4464365,1.6328337,1192.0076
4125,Kepler-68 b,2.3541,0.58639941,1.8026926,1323.0557
4126,Kepler-68 c,0.99769,2.0546617,1.4300979,1091.8943
4128,Kepler-680 b,2.42136,0.45447511,1.6323543,1488.1075
4131,Kepler-683 b,1.97296,0.59179781,1.5177665,1491.4426
4138,Kepler-69 b,2.242,0.50200187,1.5885039,886.04776
4139,Kepler-69 c,1.71513,0.70553579,1.4406436,339.70029
4141,Kepler-691 b,2.08506,0.55397934,1.5519058,532.8419
4155,Kepler-705 b,2.10748,0.54327754,1.5533679,269.13906
4157,Kepler-707 b,1.33399,0.98138272,1.321514,1196.1318
4160,Kepler-710 b,1.88328,0.62808931,1.4925387,1464.0472
4164,Kepler-713 b,2.47741,0.44104302,1.6452745,1104.765
4168,Kepler-716 c,1.39004,0.93839017,1.3465393,1003.672
4169,Kepler-717 b,2.42136,0.45447511,1.6323543,1786.3603
4184,Kepler-730 c,1.5694,0.79838145,1.4022933,1648.5558
4186,Kepler-732 b,2.17474,0.52531409,1.5762201,496.00002
4187,Kepler-732 c,1.26673,1.0601558,1.3042742,1090.3168
4192,Kepler-737 b,1.96175,0.5977912,1.5167654,360.80365
4193,Kepler-738 b,2.49983,0.43538604,1.6494826,646.06299
4199,Kepler-743 b,1.21068,1.0853672,1.261298,1271.6939
4200,Kepler-744 b,1.62545,0.75486881,1.4122428,803.5189
4201,Kepler-745 b,2.16353,0.52410688,1.5662924,1181.0279
4202,Kepler-746 b,1.10979,1.0324112,1.1276314,1249.4707
4208,Kepler-750 c,1.62545,0.75486881,1.4122428,1519.1726
4209,Kepler-751 b,2.45499,0.44679295,1.6409785,695.45502
4211,Kepler-753 b,1.9057,0.62455036,1.5060461,752.53004
4212,Kepler-754 b,2.00659,0.58220769,1.5310791,1073.3509
4213,Kepler-755 b,1.75997,0.68795236,1.4597701,1511.8679
4214,Kepler-755 c,1.25552,1.0743539,1.3013596,1154.4834
4215,Kepler-756 b,1.121,1.0355904,1.140774,1582.1537
4216,Kepler-757 b,1.35641,0.9691787,1.3353433,2288.7266
4217,Kepler-758 b,2.47741,0.44104302,1.6452745,1246.3317
4218,Kepler-758 c,1.69271,0.72083715,1.4371468,1701.0891
4219,Kepler-758 d,2.11869,0.54138338,1.5589058,1045.8911
4220,Kepler-758 e,1.52456,0.83414498,1.3924041,1419.992
4221,Kepler-759 b,2.27563,0.49086107,1.59434,617.4986
4224,Kepler-760 c,1.47972,0.86226826,1.3740443,1341.9879
4225,Kepler-761 b,2.02901,0.5707302,1.5328498,909.83995
4227,Kepler-763 b,1.22189,1.0871273,1.2740085,1658.0354
4228,Kepler-764 b,1.63666,0.76121274,1.427945,988.78401
4229,Kepler-765 b,2.43257,0.45042894,1.6325951,747.2328
4232,Kepler-768 b,1.7936,0.6665009,1.4642862,725.39876
4234,Kepler-769 c,1.7936,0.6665009,1.4642862,885.62676
4236,Kepler-770 b,2.29805,0.48710959,1.6038835,721.13075
4237,Kepler-770 c,1.19947,1.0829323,1.2482169,1688.4627
4238,Kepler-770 d,1.40125,0.92413467,1.3470486,1195.8601
4239,Kepler-771 b,1.81602,0.66334626,1.479077,1215.6455
4240,Kepler-772 b,1.81602,0.66334626,1.479077,1155.6491
4241,Kepler-773 b,1.43488,0.89186668,1.3550819,1401.754
4243,Kepler-775 b,1.18826,1.0797733,1.2347464,1804.2633
4244,Kepler-776 b,1.27794,1.0462067,1.3071313,978.29509
4245,Kepler-777 b,1.46851,0.87212996,1.3714106,723.41422
4246,Kepler-778 b,1.6815,0.72866521,1.4353602,1065.7899
4247,Kepler-779 b,0.91922,0.92888001,0.88592973,612.50144
4248,Kepler-78 b,1.121,1.3965805,1.3247642,2245.2098
4249,Kepler-780 b,0.88559,0.919793,0.84933252,2372.3299
4252,Kepler-783 b,0.7847,0.82880382,0.71438039,1136.7893
4253,Kepler-783 c,2.33168,0.47636398,1.6093052,963.14721
4254,Kepler-784 b,1.58061,0.79036822,1.4052043,1062.4746
4256,Kepler-786 b,2.43257,0.45042894,1.6325951,407.4938
4257,Kepler-787 b,1.27794,1.0462067,1.3071313,1363.0825
4259,Kepler-789 b,2.11869,0.54138338,1.5589058,1241.3106
4264,Kepler-790 b,2.17474,0.52531409,1.5762201,709.26746
4266,Kepler-792 b,1.96175,0.5977912,1.5167654,1071.7469
4267,Kepler-793 b,1.36762,0.95796624,1.3385683,1383.3433
4268,Kepler-794 b,2.10748,0.54327754,1.5533679,1196.1643
4269,Kepler-795 b,1.6815,0.72866521,1.4353602,666.48941
4270,Kepler-796 b,1.30036,1.0190382,1.3126799,1554.3246
4271,Kepler-797 b,2.17474,0.51913392,1.5669208,886.40344
4272,Kepler-798 b,2.38773,0.46227637,1.6234393,954.19398
4278,Kepler-80 d,1.52456,1.9050795,2.1042681,957.63332
4279,Kepler-80 e,1.60303,1.0022507,1.6048329,833.54677
4280,Kepler-80 f,1.21068,1.0853672,1.261298,1396.2131
4281,Kepler-80 g,1.13221,1.0379813,1.153511,557.67871
4283,Kepler-801 b,1.99538,0.5880749,1.5301779,644.59533
4286,Kepler-804 b,1.93933,0.60569196,1.5093071,878.19404
4287,Kepler-804 c,1.14342,1.0396416,1.1658633,1002.7957
4289,Kepler-806 b,1.14342,1.0396416,1.1658633,1315.752
4291,Kepler-808 b,1.4573,0.88214185,1.3687312,1801.9458
4293,Kepler-81 b,2.42136,1.2089486,2.6623385,754.89312
4294,Kepler-81 c,2.36531,0.33624512,1.371564,596.97413
4295,Kepler-81 d,1.21068,1.0853672,1.261298,482.07625
4296,Kepler-810 b,1.92812,0.61188395,1.5082335,1204.4517
4299,Kepler-813 b,2.14111,0.53103001,1.5602655,728.09881
4300,Kepler-814 b,2.11869,0.54138338,1.5589058,1604.0885
4308,Kepler-82 d,1.77118,0.68069258,1.461296,1402.7532
4309,Kepler-82 e,2.4662,0.44496574,1.6450973,1030.5058
4312,Kepler-821 b,1.31157,1.00581,1.3153746,1370.1614
4313,Kepler-822 b,1.77118,0.68069258,1.461296,1413.4229
4314,Kepler-823 b,1.5694,0.79920368,1.4030152,1549.5898
4315,Kepler-824 b,1.87207,0.63459581,1.4913195,1316.1015
4316,Kepler-825 b,1.52456,0.83414498,1.3924041,1448.5104
4317,Kepler-825 c,1.83844,0.64960221,1.4817441,1119.0509
4318,Kepler-826 b,1.25552,1.0599007,1.2925764,1530.7482
4320,Kepler-828 b,1.51335,0.83356197,1.3816827,1882.6332
4321,Kepler-829 b,2.10748,0.54327754,1.5533679,1130.7221
4323,Kepler-83 c,2.36531,0.8646303,2.1993953,444.22535
4324,Kepler-83 d,1.93933,3.355272,3.5523486,675.59376
4325,Kepler-830 b,1.70392,0.71312807,1.4389078,986.6669
4326,Kepler-831 b,1.26673,1.0601558,1.3042742,1179.81
4327,Kepler-832 b,2.06264,0.55775384,1.5404398,1093.8055
4328,Kepler-833 b,2.0178,0.57642667,1.5319696,540.08095
4329,Kepler-834 b,2.0178,0.57642667,1.5319696,638.21512
4335,Kepler-84 b,2.23079,3.6073363,4.236937,1130.3631
4336,Kepler-84 c,2.36531,1.5371205,2.9325271,992.82642
4337,Kepler-84 d,1.37883,0.9457026,1.3408741,1425.506
4339,Kepler-84 f,2.19716,0.51538948,1.577355,650.13076
4341,Kepler-842 b,1.60303,0.77155556,1.4080733,1416.3012
4343,Kepler-844 b,1.6815,0.72866521,1.4353602,980.87257
4344,Kepler-845 b,2.04022,0.56885914,1.5387901,1557.7446
4345,Kepler-846 b,2.47741,0.44104302,1.6452745,678.90946
4346,Kepler-847 b,1.17705,1.077786,1.2219718,1210.7806
4347,Kepler-848 b,1.70392,0.71312807,1.4389078,1509.4004
4349,Kepler-85 b,1.97296,0.59179781,1.5177665,920.14514
4350,Kepler-85 c,2.17474,2.0394547,3.1057348,802.52022
4351,Kepler-85 d,1.19947,1.0829323,1.2482169,706.316
4352,Kepler-85 e,1.26673,0.29553015,0.68862844,630.77855
4353,Kepler-850 b,1.78239,0.67354279,1.4628013,1165.2906
4354,Kepler-851 b,1.6815,0.72866521,1.4353602,868.2275
4356,Kepler-853 b,1.69271,0.72083715,1.4371468,1382.6173
4363,Kepler-861 b,2.27563,0.49355811,1.5987141,1045.7557
4364,Kepler-862 b,2.20837,0.51348278,1.5824674,1373.0565
4366,Kepler-864 b,2.39894,0.4604304,1.6278013,1237.3494
4367,Kepler-865 b,2.48862,0.43923405,1.6493263,745.47524
4368,Kepler-866 b,1.62545,0.76967016,1.4260211,1053.9178
4370,Kepler-868 b,2.05143,0.56326592,1.5396196,1247.7765
4376,Kepler-872 b,1.99538,0.58007388,1.5197329,1390.3253
4380,Kepler-876 b,1.43488,0.89186668,1.3550819,1010.845
4381,Kepler-877 b,2.11869,0.54138338,1.5589058,654.7599
4382,Kepler-878 b,1.92812,0.61188395,1.5082335,640.80921
4386,Kepler-881 b,1.78239,0.67354279,1.4628013,1312.2035
4387,Kepler-882 b,1.2331,1.0882591,1.2863657,1160.3728
4388,Kepler-883 b,1.78239,0.67354279,1.4628013,1050.3753
4389,Kepler-884 b,1.2331,1.0882591,1.2863657,963.44189
4390,Kepler-885 b,2.49983,0.43538604,1.6494826,966.60539
4391,Kepler-886 b,1.52456,0.82517568,1.3848978,1138.7629
4392,Kepler-887 b,1.83844,0.64960221,1.4817441,949.01945
4393,Kepler-887 c,1.13221,1.0379813,1.153511,1317.4725
4394,Kepler-888 b,1.75997,0.68795236,1.4597701,490.09898
4395,Kepler-889 b,1.08737,1.0283796,1.1026916,1617.1048
4401,Kepler-895 b,1.53577,0.82478636,1.3947518,971.70357
4403,Kepler-897 b,2.38773,0.46227637,1.6234393,1223.842
4404,Kepler-898 b,1.49093,0.85255451,1.3766335,744.7705
4408,Kepler-9 d,1.63666,0.76121274,1.427945,1778.8503
4409,Kepler-90 i,1.32278,0.9941865,1.3189294,956.97179
4410,Kepler-900 b,2.08506,0.55047314,1.5469869,778.10075
4411,Kepler-901 b,1.36762,0.95796624,1.3385683,839.89466
4413,Kepler-903 b,2.00659,0.58220769,1.5310791,1178.7374
4415,Kepler-904 b,1.77118,0.68069258,1.461296,1539.5815
4416,Kepler-905 b,1.41246,0.91245657,1.3492184,1062.9742
4417,Kepler-906 b,2.10748,0.54327754,1.5533679,626.04673
4418,Kepler-907 b,1.19947,1.0829323,1.2482169,1021.8865
4419,Kepler-908 b,1.22189,1.0871273,1.2740085,2131.1904
4420,Kepler-909 b,1.46851,0.87212996,1.3714106,982.2042
4422,Kepler-910 b,0.81833,0.86995742,0.76326873,1956.3161
4425,Kepler-913 b,2.06264,0.55775384,1.5404398,770.06101
4427,Kepler-914 b,1.37883,0.9457026,1.3408741,1420.4347
4428,Kepler-915 b,1.50214,0.84298649,1.3791793,1618.3129
4429,Kepler-916 b,1.75997,0.68795236,1.4597701,564.69643
4430,Kepler-917 b,1.9057,0.62455036,1.5060461,2297.3376
4431,Kepler-918 b,1.73755,0.70281045,1.456654,1193.7533
4432,Kepler-919 b,2.25321,0.49732487,1.5889922,1011.3145
4435,Kepler-92 d,2.06264,0.56137562,1.5454331,755.71071
4436,Kepler-920 b,2.42136,0.45447511,1.6323543,1015.6967
4439,Kepler-922 b,1.42367,0.90208623,1.3521764,1975.5364
4440,Kepler-923 b,1.37883,0.9457026,1.3408741,1303.3699
4442,Kepler-925 b,2.34289,0.47203024,1.6096699,456.80633
4443,Kepler-926 b,2.30926,0.48263105,1.6042811,607.32996
4444,Kepler-927 b,1.71513,0.71183521,1.4470608,930.49014
4445,Kepler-928 b,1.59182,0.78245529,1.4080683,902.67047
4446,Kepler-929 b,1.10979,1.0324112,1.1276314,2707.5102
4447,Kepler-93 b,1.5694,1.1757832,1.7017559,1175.7982
4449,Kepler-930 b,2.1299,0.53616952,1.5595894,606.72699
4450,Kepler-931 b,1.33399,0.98138272,1.321514,877.21546
4451,Kepler-932 b,1.36762,0.95796624,1.3385683,1431.0955
4452,Kepler-933 b,2.45499,0.44679295,1.6409785,789.7604
4453,Kepler-934 b,2.08506,0.55397934,1.5519058,423.8315
4454,Kepler-935 b,1.3452,0.98185966,1.332943,867.59175
4455,Kepler-936 b,1.44609,0.89230613,1.3660049,835.01934
4458,Kepler-938 b,2.21958,0.50864853,1.5829956,501.96718
4459,Kepler-939 b,1.74876,0.69532426,1.4582229,1061.2216
4464,Kepler-942 b,2.1299,0.53616952,1.5595894,428.59363
4468,Kepler-946 b,1.92812,0.61188395,1.5082335,981.83127
4469,Kepler-947 b,2.27563,0.49355811,1.5987141,741.50887
4470,Kepler-948 b,1.84965,0.64288524,1.4830517,987.36973
4477,Kepler-953 c,1.18826,1.0797733,1.2347464,915.09691
4478,Kepler-954 b,2.32047,0.48075752,1.6089369,602.60082
4482,Kepler-958 b,2.06264,0.55775384,1.5404398,838.01332
4485,Kepler-960 b,2.28684,0.48899299,1.5991423,984.51095
4487,Kepler-962 b,1.97296,0.59179781,1.5177665,789.26559
4489,Kepler-964 b,2.11869,0.54138338,1.5589058,739.95292
4492,Kepler-967 b,2.3541,0.47019147,1.6142183,593.86195
4494,Kepler-968 b,1.99538,0.5880749,1.5301779,940.25558
4495,Kepler-968 c,1.69271,0.72083715,1.4371468,813.24059
4496,Kepler-969 b,2.07385,0.55232135,1.5412506,510.85053
4497,Kepler-969 c,0.98648,0.9766733,0.97490645,1394.557
4498,Kepler-97 b,1.47972,1.0790615,1.5371019,1503.1272
4501,Kepler-971 b,2.1299,0.53616952,1.5595894,842.30226
4503,Kepler-973 b,1.96175,0.5977912,1.5167654,471.31032
4504,Kepler-974 b,1.5694,0.79920368,1.4030152,644.70896
4505,Kepler-975 b,1.47972,0.86226826,1.3740443,1230.9755
4510,Kepler-98 b,1.99538,0.44005605,1.3236697,1665.7152
4512,Kepler-981 b,2.30926,0.48263105,1.6042811,1187.2545
4513,Kepler-982 b,2.25321,0.49732487,1.5889922,1074.6266
4514,Kepler-983 b,2.36531,0.46593966,1.6145552,559.05348
4515,Kepler-984 b,2.11869,0.54138338,1.5589058,560.49601
4517,Kepler-986 b,2.36531,0.46593966,1.6145552,533.04783
4519,Kepler-988 b,2.07385,0.55232135,1.5412506,478.08581
4520,Kepler-989 b,2.20837,0.51348278,1.5824674,830.56321
4521,Kepler-99 b,1.47972,1.8638335,2.0201476,916.08702
4523,Kepler-990 c,1.52456,0.83414498,1.3924041,2480.6692
4525,Kepler-992 b,1.62545,0.75486881,1.4122428,566.34417
4527,Kepler-994 b,1.60303,0.77155556,1.4080733,1122.6234
4529,Kepler-996 b,1.98417,0.5858926,1.5187556,1519.0832
4530,Kepler-997 b,1.35641,0.9691787,1.3353433,1921.2128
4531,Kepler-998 b,2.32047,0.48075752,1.6089369,1285.09
4532,Kepler-999 b,2.34289,0.47203024,1.6096699,1502.7861
4533,L 168-9 b,1.39004,1.7122958,1.818933,1010.6071
4534,L 98-59 b,0.85196,0.64759738,0.68560148,632.93739
4535,L 98-59 c,1.39004,0.82597268,1.2633106,537.33502
4536,L 98-59 d,1.52456,0.54712735,1.1276874,425.11234
4537,L 98-59 e,1.55819,0.80901617,1.4015191,349.75542
4538,LHS 1140 b,1.63666,1.4550038,1.9741972,221.95452
4539,LHS 1140 c,1.16584,1.1111817,1.2289423,413.51531
4540,LHS 1478 b,1.24431,1.209234,1.3683077,615.3465
4544,LHS 3844 b,1.30036,1.0233745,1.3154699,833.34633
4546,LP 791-18 b,1.121,1.0355904,1.140774,618.81215
4547,LP 791-18 c,2.30926,0.48263105,1.6042811,355.30895
4551,LTT 1445 A b,1.30036,1.3052362,1.4856214,453.42746
4552,LTT 1445 A c,1.14342,1.0311374,1.1610851,541.47727
4553,LTT 3780 b,1.33399,1.1032188,1.401146,940.04501
4554,LTT 3780 c,2.29805,0.70866588,1.9345512,373.37075
4721,Proxima Cen b,1.07616,1.0200503,1.0868952,257.13443
4735,Ross 128 b,1.10979,1.0231102,1.1225405,316.67467
4737,Ross 508 b,1.82723,0.65590091,1.4798317,301.89056
4746,TOI-1062 b,2.26442,0.87429123,2.1173129,1075.5027
4747,TOI-1062 c,3.09396,0.33019886,1.7778801,867.74259
4749,TOI-1064 c,2.65677,0.13338439,0.97030097,654.30052
4750,TOI-1075 b,1.7936,1.7246399,2.355455,1383.3402
4755,TOI-1201 b,2.41015,0.4485872,1.6142378,729.0877
4759,TOI-1235 b,1.69271,1.2162489,1.8667828,800.72577
4768,TOI-1260 b,2.34289,0.6687507,1.9159494,918.29068
4770,TOI-1266 b,2.36531,1.0202638,2.3891548,426.88557
4771,TOI-1266 c,1.55819,0.58134911,1.1880615,356.19223
4782,TOI-1411 b,1.35641,0.9691787,1.3353433,1141.8441
4785,TOI-1442 b,1.16584,1.077084,1.2099398,1094.187
4786,TOI-1444 b,1.40125,1.406995,1.6621182,2438.8582
4788,TOI-1452 b,1.67029,1.0346706,1.6989982,336.94251
4789,TOI-1468 b,1.27794,1.5380914,1.5848988,708.96909
4790,TOI-1468 c,2.06264,0.75658946,1.7941286,350.72967
4798,TOI-1634 b,1.7936,0.85102801,1.6546172,952.92082
4801,TOI-1685 b,1.70392,0.76388223,1.4892322,1116.3443
4803,TOI-1693 b,1.41246,0.91245657,1.3492184,782.37777
4804,TOI-1695 b,2.02901,0.65824216,1.6461789,709.4761
4813,TOI-178 b,1.15463,0.9745534,1.1398446,1074.3609
