,P_NAME,P_RADIUS,P_DENSITY,P_ESCAPE,P_TEMP_SURF
2488,Kepler-1468 b,1.72634,0.71041315,1.4550631,1366.5002
2489,Kepler-1468 c,1.15463,1.0426895,1.1790178,1809.3716
2492,Kepler-147 b,1.52456,0.83414498,1.3924041,1094.4136
2493,Kepler-147 c,2.43257,0.45042894,1.6325951,791.57823
2494,Kepler-1470 b,1.06495,1.0262877,1.0788567,638.61884
2495,Kepler-1471 b,1.41246,0.91245657,1.3492184,1205.5122
2496,Kepler-1472 b,1.9057,0.61536579,1.4949312,760.39563
2497,Kepler-1473 b,1.18826,1.0797733,1.2347464,944.58648
2498,Kepler-1474 b,2.16353,0.52410688,1.5662924,637.21416
2500,Kepler-1476 b,1.67029,0.73661451,1.4335473,819.43171
2501,Kepler-1477 b,1.17705,1.077786,1.2219718,851.5527
2502,Kepler-1478 b,1.72634,0.71041315,1.4550631,835.96263
2503,Kepler-1479 b,1.82723,0.65642188,1.4804193,913.21222
2504,Kepler-148 b,1.80481,0.66497114,1.4717461,1379.2459
2507,Kepler-1480 b,1.67029,0.73661451,1.4335473,568.96532
2508,Kepler-1481 b,1.2331,1.0882591,1.2863657,844.87939
2509,Kepler-1482 b,1.0089,0.98108594,0.99931326,860.54556
2510,Kepler-1483 b,1.52456,0.82517568,1.3848978,1166.2401
2511,Kepler-1484 b,2.10748,0.54327754,1.5533679,1033.1939
2512,Kepler-1485 b,1.46851,0.87212996,1.3714106,882.58321
2513,Kepler-1486 b,2.32047,0.48075752,1.6089369,645.43613
2514,Kepler-1487 b,2.1299,0.53616952,1.5595894,1323.0692
2515,Kepler-1488 b,1.86086,0.64120132,1.4900845,843.87402
2516,Kepler-1488 c,1.64787,0.75288592,1.4298403,1572.562
2517,Kepler-1489 b,1.77118,0.68069258,1.461296,531.62553
2519,Kepler-149 c,1.61424,0.76314878,1.410174,506.83612
2522,Kepler-1491 b,1.51335,0.83356197,1.3816827,990.41876
2523,Kepler-1492 b,1.49093,0.85255451,1.3766335,524.73622
2524,Kepler-1493 b,1.41246,0.91245657,1.3492184,959.78431
2527,Kepler-1496 b,2.21958,0.50864853,1.5829956,604.85401
2528,Kepler-1497 b,1.65908,0.7446873,1.4317075,965.18306
2529,Kepler-1498 b,1.33399,0.98138272,1.321514,520.09441
2530,Kepler-1499 b,1.18826,1.0797733,1.2347464,470.06136
2532,Kepler-150 b,1.25552,1.0599007,1.2925764,1250.2429
2537,Kepler-1500 b,1.19947,1.0829323,1.2482169,958.76348
2538,Kepler-1501 b,1.55819,0.80733597,1.400063,922.29857
2540,Kepler-1503 b,2.27563,0.49086107,1.59434,431.26325
2541,Kepler-1504 b,2.1299,0.53616952,1.5595894,618.92102
2542,Kepler-1505 b,0.93043,0.9312216,0.89786332,726.49208
2543,Kepler-1506 b,1.32278,0.9941865,1.3189294,1075.844
2544,Kepler-1507 b,0.84075,0.87707226,0.78738034,679.69354
2545,Kepler-1508 b,1.33399,0.98138272,1.321514,971.09156
2546,Kepler-1509 b,1.84965,0.64288524,1.4830517,876.20143
2548,Kepler-151 c,2.08506,0.55397934,1.5519058,593.48634
2550,Kepler-1511 b,1.6815,0.72866521,1.4353602,1113.2168
2551,Kepler-1512 b,1.17705,1.077786,1.2219718,327.4292
2554,Kepler-1514 c,1.17705,1.0641432,1.2142132,1093.363
2556,Kepler-1516 b,1.74876,0.69532426,1.4582229,1388.0608
2561,Kepler-152 c,2.38773,0.46227637,1.6234393,368.97396
2563,Kepler-1521 b,2.49983,0.43538604,1.6494826,430.78215
2564,Kepler-1522 b,1.72634,0.71041315,1.4550631,1787.617
2565,Kepler-1523 b,1.58061,0.79036822,1.4052043,1998.1811
2567,Kepler-1525 b,0.90801,0.9255007,0.87353238,1506.8481
2568,Kepler-1526 b,2.43257,0.45042894,1.6325951,936.76915
2570,Kepler-1528 b,1.4573,0.88214185,1.3687312,1611.8509
2571,Kepler-1529 b,2.09627,0.54858966,1.5526409,930.87436
2574,Kepler-1530 b,1.63666,0.76121274,1.427945,1248.9175
2575,Kepler-1530 c,1.64787,0.75288592,1.4298403,982.07599
2577,Kepler-1531 b,1.10979,1.0324112,1.1276314,2310.7841
2578,Kepler-1532 b,1.3452,0.98185966,1.332943,1848.3623
2580,Kepler-1534 b,1.89449,0.62167993,1.4937425,1028.0336
2583,Kepler-1537 b,1.17705,1.077786,1.2219718,1440.9127
2586,Kepler-154 b,2.26442,0.49271265,1.5894755,659.00411
2589,Kepler-154 e,1.50214,0.84298649,1.3791793,1352.6075
2590,Kepler-154 f,1.50214,0.84298649,1.3791793,993.60014
2591,Kepler-1540 b,2.48862,0.43923405,1.6493263,270.06295
2592,Kepler-1541 b,1.15463,1.0757253,1.1975496,848.48702
2593,Kepler-1542 b,0.76228,0.81800024,0.68943169,1368.6833
2594,Kepler-1542 c,0.65018,0.75163102,0.56368432,1518.7837
2595,Kepler-1542 d,0.87438,0.88430983,0.82224728,1191.5498
2596,Kepler-1542 e,0.76228,0.81800024,0.68943169,1257.9958
2598,Kepler-1544 b,1.78239,0.67354279,1.4628013,275.69635
2601,Kepler-1547 b,0.8968,0.92538968,0.86269628,2545.24
2604,Kepler-155 b,2.08506,0.55397934,1.5519058,605.86617
2605,Kepler-155 c,2.242,0.50200187,1.5885039,291.44931
2608,Kepler-1552 b,2.4662,0.44496574,1.6450973,329.62684
2609,Kepler-1553 b,1.15463,1.0426895,1.1790178,1079.9364
2611,Kepler-1555 b,1.61424,0.76314878,1.410174,1268.5944
2612,Kepler-1556 b,1.96175,0.5977912,1.5167654,874.86986
2613,Kepler-1557 b,1.52456,0.83414498,1.3924041,1391.9469
2614,Kepler-1558 b,0.68381,0.76537899,0.59823762,1066.2615
2615,Kepler-1559 b,0.71744,0.80902743,0.64530824,1829.5087
2616,Kepler-156 b,2.29805,0.48710959,1.6038835,961.11165
2618,Kepler-1560 b,0.88559,0.919793,0.84933252,1416.0398
2619,Kepler-1561 b,1.08737,1.0283796,1.1026916,2042.0664
2621,Kepler-1563 b,0.75107,0.81766876,0.67915534,1360.6912
2622,Kepler-1564 b,1.46851,0.87212996,1.3714106,730.77765
2623,Kepler-1565 b,1.18826,1.0797733,1.2347464,1339.5601
2624,Kepler-1566 b,0.7847,0.86169286,0.72841671,2033.8927
2626,Kepler-1568 b,1.30036,1.0190382,1.3126799,862.12433
2627,Kepler-1569 b,1.6815,0.72866521,1.4353602,1364.369
2628,Kepler-157 b,1.32278,0.9941865,1.3189294,1811.9312
2629,Kepler-157 c,2.242,0.50200187,1.5885039,914.16455
2630,Kepler-157 d,1.4573,0.88214185,1.3687312,1147.6065
2631,Kepler-1570 b,1.06495,1.0262877,1.0788567,864.51652
2632,Kepler-1571 b,1.52456,0.82517568,1.3848978,1547.8499
2633,Kepler-1572 b,0.94164,0.93261746,0.90936173,1439.251
2634,Kepler-1573 b,1.19947,1.0829323,1.2482169,1662.1493
2635,Kepler-1574 b,1.28915,1.0325023,1.3099327,1154.719
2636,Kepler-1575 b,1.31157,1.00581,1.3153746,1472.2453
2637,Kepler-1576 b,1.04253,0.98734546,1.0359126,1029.7989
2638,Kepler-1577 b,1.13221,1.0379813,1.153511,791.47652
2639,Kepler-1578 b,1.04253,0.98734546,1.0359126,1648.24
2640,Kepler-1579 b,0.84075,0.87707226,0.78738034,1415.4897
2641,Kepler-158 b,2.11869,0.54138338,1.5589058,558.54637
2642,Kepler-158 c,1.9057,0.61536579,1.4949312,468.15771
2643,Kepler-1580 b,2.10748,0.54327754,1.5533679,862.71919
2644,Kepler-1581 b,0.79591,0.86361631,0.7396468,1388.0042
2645,Kepler-1582 b,1.49093,0.85255451,1.3766335,409.14493
2646,Kepler-1583 b,0.60534,0.70208568,0.50721774,976.70016
2647,Kepler-1584 b,1.61424,0.76314878,1.410174,973.30577
2648,Kepler-1585 b,1.7936,0.6665009,1.4642862,1062.4065
2649,Kepler-1586 b,1.52456,0.82517568,1.3848978,898.47059
2650,Kepler-1587 b,1.33399,0.98138272,1.321514,1171.4492
2651,Kepler-1588 b,0.76228,0.81800024,0.68943169,1283.8149
2652,Kepler-1589 b,1.08737,1.0283796,1.1026916,2428.5318
2653,Kepler-159 b,2.37652,0.466481,1.6231492,650.97423
2655,Kepler-1590 b,1.14342,1.0396416,1.1658633,1073.772
2656,Kepler-1591 b,1.26673,1.0601558,1.3042742,1310.8725
2657,Kepler-1592 b,1.53577,0.82478636,1.3947518,1926.1527
2659,Kepler-1594 b,1.06495,0.99207807,1.0607234,1445.8496
2660,Kepler-1595 b,1.2331,1.0882591,1.2863657,1033.7979
2661,Kepler-1596 b,1.9057,0.61536579,1.4949312,648.11097
2662,Kepler-1597 b,1.06495,0.99207807,1.0607234,1787.5442
2663,Kepler-1598 b,0.95285,0.93315171,0.92045099,1225.5059
2664,Kepler-1599 b,1.62545,0.75486881,1.4122428,475.95083
2666,Kepler-160 b,1.71513,0.71183521,1.4470608,1228.4444
2670,Kepler-1600 c,1.93933,0.60569196,1.5093071,901.80182
2671,Kepler-1601 b,0.81833,0.86995742,0.76326873,1648.3563
2672,Kepler-1602 b,1.3452,0.96880302,1.3240507,985.64059
2673,Kepler-1603 b,1.28915,1.0325023,1.3099327,2305.7763
2674,Kepler-1604 b,1.41246,0.91245657,1.3492184,2251.7788
2675,Kepler-1605 b,1.07616,1.0277007,1.0909634,588.87253
2676,Kepler-1606 b,2.07385,0.55232135,1.5412506,325.40138
2677,Kepler-1607 b,0.91922,0.92888001,0.88592973,1319.8254
2678,Kepler-1608 b,1.72634,0.71041315,1.4550631,629.43592
2679,Kepler-1609 b,2.21958,0.50864853,1.5829956,555.76884
2680,Kepler-161 b,2.11869,1.2699116,2.3875593,957.24662
2681,Kepler-161 c,2.05143,1.3621464,2.394245,853.03385
2682,Kepler-1610 b,1.61424,0.76314878,1.410174,781.64618
2683,Kepler-1611 b,0.80712,0.87044296,0.75302305,1113.7095
2684,Kepler-1612 b,1.03132,0.98512366,1.0236201,1176.108
2685,Kepler-1613 b,2.08506,0.55047314,1.5469869,2556.6352
2686,Kepler-1614 b,1.49093,0.85255451,1.3766335,1134.2539
2687,Kepler-1615 b,2.06264,0.55775384,1.5404398,681.67024
2688,Kepler-1616 b,1.02011,0.98203052,1.010903,1505.8385
2689,Kepler-1617 b,1.19947,1.0829323,1.2482169,822.96513
2690,Kepler-1618 b,1.25552,1.0743539,1.3013596,1610.8992
2691,Kepler-1619 b,0.76228,0.81800024,0.68943169,864.81447
2692,Kepler-162 b,1.25552,1.0743539,1.3013596,1197.5569
2694,Kepler-1620 b,1.61424,0.76314878,1.410174,518.05795
2695,Kepler-1621 b,2.16353,0.52410688,1.5662924,584.30468
2696,Kepler-1622 b,1.46851,0.87212996,1.3714106,1131.1691
2697,Kepler-1623 b,1.31157,1.00581,1.3153746,1145.0009
2700,Kepler-1626 b,2.0178,0.57642667,1.5319696,1764.9548
2703,Kepler-1629 b,0.77349,0.82415575,0.70219762,1209.4832
2704,Kepler-163 b,1.05374,0.98876512,1.047804,951.53204
2705,Kepler-163 c,2.26442,0.49271265,1.5894755,681.63036
2706,Kepler-1630 b,2.18595,0.52031649,1.5767906,187.28932
2707,Kepler-1631 b,1.3452,0.98185966,1.332943,1277.9394
2708,Kepler-1632 b,2.4662,0.44496574,1.6450973,442.01106
2709,Kepler-1633 b,1.58061,0.79036822,1.4052043,670.40133
2713,Kepler-1637 b,0.88559,0.919793,0.84933252,1194.2564
2714,Kepler-1638 b,1.87207,0.63459581,1.4913195,312.17102
2716,Kepler-164 b,1.41246,0.91245657,1.3492184,1274.9898
2718,Kepler-164 d,2.45499,0.4446449,1.6370291,710.06796
2724,Kepler-1643 b,2.32047,0.48075752,1.6089369,951.53213
2725,Kepler-1644 b,1.88328,0.62808931,1.4925387,674.64693
2726,Kepler-1645 b,1.78239,0.67354279,1.4628013,973.91074
2727,Kepler-1646 b,1.2331,1.0882591,1.2863657,601.2564
2729,Kepler-1649 b,1.02011,0.97304853,1.0062694,340.2038
2730,Kepler-1649 c,1.06495,0.99207807,1.0607234,302.75991
2731,Kepler-165 b,2.32047,0.48075752,1.6089369,817.15506
2732,Kepler-165 c,2.23079,0.5038819,1.5835182,661.11099
2733,Kepler-1650 b,0.96406,0.93644848,0.93292345,758.33267
2734,Kepler-1651 b,1.83844,0.64960221,1.4817441,497.11497
2735,Kepler-1652 b,1.60303,0.77155556,1.4080733,275.55162
2736,Kepler-1653 b,2.17474,0.51913392,1.5669208,290.83372
2738,Kepler-1655 b,2.20837,0.46420024,1.504612,973.42413
2742,Kepler-166 b,2.27563,0.49086107,1.59434,859.12127
2743,Kepler-166 c,2.37652,0.466481,1.6231492,522.03956
2744,Kepler-166 d,1.72634,0.71041315,1.4550631,1469.7828
2754,Kepler-1669 c,1.9057,0.61536579,1.4949312,1200.1991
2755,Kepler-167 b,1.71513,0.71183521,1.4470608,960.44403
2756,Kepler-167 c,1.67029,0.73661451,1.4335473,806.66399
2757,Kepler-167 d,1.2331,1.1001248,1.2933596,563.0373
2760,Kepler-1671 b,1.32278,1.0010524,1.3234759,1114.1149
2768,Kepler-1679 b,2.07385,0.55232135,1.5412506,858.10077
2769,Kepler-168 b,1.4573,0.88214185,1.3687312,1496.6722
2771,Kepler-1680 b,1.35641,0.9691787,1.3353433,759.99842
2774,Kepler-1683 b,1.87207,0.63459581,1.4913195,746.72722
2777,Kepler-1686 b,1.42367,0.90869492,1.3571204,1060.3806
2778,Kepler-1687 b,1.65908,0.73772761,1.4250016,760.79019
2779,Kepler-1688 b,1.26673,1.0476466,1.2965565,830.58257
2780,Kepler-1689 b,0.94164,0.95545707,0.92042942,1009.1815
2781,Kepler-169 b,1.13221,1.0379813,1.153511,1081.2864
2782,Kepler-169 c,1.21068,1.0853672,1.261298,868.5101
2783,Kepler-169 d,1.25552,1.0599007,1.2925764,789.65991
2784,Kepler-169 e,2.19716,0.51538948,1.577355,667.38443
2787,Kepler-1691 b,1.83844,0.64960221,1.4817441,1430.2703
2788,Kepler-1692 b,1.10979,1.0393869,1.1314346,939.40845
2789,Kepler-1693 b,1.28915,1.0310188,1.3089913,798.16953
2790,Kepler-1693 c,0.97527,0.96277295,0.95694462,1046.6032
2791,Kepler-1694 b,1.17705,1.077786,1.2219718,1013.5555
2792,Kepler-1695 b,1.121,1.0333342,1.1395307,1178.2647
2794,Kepler-1697 b,1.25552,1.072748,1.3003866,457.70838
2795,Kepler-1698 b,1.07616,1.0047496,1.0787126,1498.7276
2796,Kepler-1699 b,1.5694,0.79591478,1.4001254,1157.7974
2801,Kepler-1701 b,2.21958,0.50864853,1.5829956,313.91836
2802,Kepler-1702 b,1.60303,0.77927111,1.4150961,605.6415
2804,Kepler-1705 b,2.02901,0.53496444,1.4840435,1247.0852
2805,Kepler-1705 c,2.05143,0.62769176,1.6252865,1100.1218
2808,Kepler-171 b,2.34289,0.47203024,1.6096699,1229.5203
2810,Kepler-171 d,1.89449,0.62167993,1.4937425,582.19475
2812,Kepler-1711 b,1.92812,0.60745001,1.502759,756.56903
2813,Kepler-1712 b,2.28684,0.48899299,1.5991423,485.70978
2814,Kepler-1713 b,1.71513,0.71183521,1.4470608,993.02418
2817,Kepler-1716 b,2.42136,0.45447511,1.6323543,458.95802
2821,Kepler-172 b,2.3541,0.47019147,1.6142183,1412.3448
2823,Kepler-172 d,2.25321,0.49732487,1.5889922,822.29891
2835,Kepler-173 b,1.28915,1.0325023,1.3099327,1370.4087
2836,Kepler-173 c,2.43257,0.45042894,1.6325951,1103.7097
2842,Kepler-1735 b,1.19947,1.0645151,1.2375573,580.99838
2846,Kepler-1739 b,2.43257,0.45042894,1.6325951,1005.4358
2847,Kepler-174 b,1.96175,0.5977912,1.5167654,655.3461
2848,Kepler-174 c,1.49093,0.85255451,1.3766335,447.98537
2849,Kepler-174 d,2.18595,0.52031649,1.5767906,251.86997
2851,Kepler-1741 b,1.27794,1.0370695,1.3014108,818.1348
2852,Kepler-1742 b,2.17474,0.52222401,1.5715773,508.82976
2853,Kepler-1743 b,1.60303,0.77155556,1.4080733,1416.7226
2855,Kepler-1745 b,1.92812,0.61188395,1.5082335,1430.1798
2859,Kepler-1749 b,1.61424,0.77070471,1.4171379,538.56952
2863,Kepler-1751 b,1.82723,0.65121218,1.4745329,1100.8565
2865,Kepler-1753 b,2.23079,0.5038819,1.5835182,607.03512
2866,Kepler-1754 b,2.44378,0.4464365,1.6328337,754.93315
2868,Kepler-1756 b,1.46851,0.87413716,1.3729879,1236.8738
2871,Kepler-1759 b,0.90801,0.90427362,0.8634567,1004.5975
2872,Kepler-176 b,1.43488,0.89186668,1.3550819,946.79667
2875,Kepler-176 e,1.44609,0.89230613,1.3660049,456.5859
2876,Kepler-1760 b,2.28684,0.48899299,1.5991423,542.65257
2877,Kepler-1761 b,1.39004,0.93602348,1.3448402,721.93101
2879,Kepler-1763 b,1.14342,1.0609022,1.1777238,2101.3779
2881,Kepler-1765 b,2.49983,0.43335153,1.6456241,878.58959
2882,Kepler-1766 b,2.27563,0.49355811,1.5987141,489.33004
2884,Kepler-1768 b,2.23079,0.50674486,1.5880105,946.45558
2895,Kepler-1777 b,2.1299,0.53616952,1.5595894,879.20751
2902,Kepler-1781 b,2.37652,0.466481,1.6231492,975.58423
2903,Kepler-1782 b,2.23079,0.5038819,1.5835182,865.98272
2904,Kepler-1783 b,1.32278,0.99281331,1.3180182,799.78887
2908,Kepler-1787 b,2.32047,0.47821383,1.6046748,570.7656
2909,Kepler-1788 b,2.37652,0.466481,1.6231492,1092.883
2911,Kepler-179 b,1.63666,0.76121274,1.427945,1292.1695
2912,Kepler-179 c,1.99538,0.5880749,1.5301779,969.12709
2917,Kepler-1794 b,1.7936,0.67200917,1.4703245,706.39748
2918,Kepler-1795 b,1.65908,0.7446873,1.4317075,587.87753
2921,Kepler-1798 b,2.30926,0.48263105,1.6042811,504.20493
2923,Kepler-18 b,1.99538,0.8801121,1.8719516,1336.8016
2926,Kepler-180 b,1.50214,0.84298649,1.3791793,807.71374
2928,Kepler-1800 b,0.99769,0.9665231,0.98084807,1061.2309
2930,Kepler-1802 b,1.67029,0.73661451,1.4335473,656.58616
2931,Kepler-1802 c,2.32047,0.48075752,1.6089369,404.06386
2932,Kepler-1804 b,1.59182,0.78718312,1.4123159,671.90867
2933,Kepler-1805 b,1.54698,0.81127831,1.3933802,552.69067
2934,Kepler-1806 b,2.3541,0.47019147,1.6142183,785.55292
2937,Kepler-1809 b,1.51335,0.836313,1.3839609,1051.904
2938,Kepler-181 b,1.26673,1.0601558,1.3042742,1156.6201
2939,Kepler-181 c,1.99538,0.58007388,1.5197329,1045.0154
2942,Kepler-1812 b,2.32047,0.48075752,1.6089369,1222.1936
2943,Kepler-1813 b,1.41246,0.91584022,1.3517177,1197.8985
2944,Kepler-1814 b,2.36531,0.46834141,1.6187111,1116.3073
2946,Kepler-1816 b,1.97296,0.59179781,1.5177665,350.90803
2947,Kepler-1817 b,2.27563,0.49086107,1.59434,477.11347
2948,Kepler-1818 b,1.71513,0.71183521,1.4470608,1425.7369
2955,Kepler-1823 b,2.08506,0.55047314,1.5469869,868.27849
2956,Kepler-1824 b,2.37652,0.466481,1.6231492,486.02588
2957,Kepler-1825 b,1.42367,0.90428913,1.3538264,1548.9946
2958,Kepler-1826 b,1.47972,0.85736343,1.3701308,1033.4297
2959,Kepler-1827 b,1.86086,0.636269,1.4843424,1502.1559
2960,Kepler-1828 b,2.11869,0.53804151,1.5540869,887.94228
2961,Kepler-1829 b,2.47741,0.44104302,1.6452745,969.98455
2962,Kepler-183 b,2.06264,0.55775384,1.5404398,1154.4649
2963,Kepler-183 c,2.27563,3.0206835,3.9550708,910.02245
2965,Kepler-1831 b,1.97296,0.59179781,1.5177665,1095.4689
2966,Kepler-1832 b,1.22189,1.1097758,1.287211,1232.026
2967,Kepler-1833 b,1.30036,1.0190382,1.3126799,1332.5807
2968,Kepler-1834 b,1.4573,0.8811149,1.3679343,926.78689
2971,Kepler-1837 b,2.06264,0.56137562,1.5454331,1085.2106
2972,Kepler-1838 b,1.65908,0.7446873,1.4317075,1183.9012
2973,Kepler-1839 b,1.95054,0.59959169,1.5103676,1330.8725
2974,Kepler-184 b,2.36531,0.46593966,1.6145552,833.34878
2975,Kepler-184 c,1.97296,1.1587649,2.1238114,673.14894
2976,Kepler-184 d,2.48862,0.43923405,1.6493263,597.43987
2978,Kepler-1841 b,1.49093,0.8515955,1.375859,611.78377
2979,Kepler-1842 b,2.3541,0.47019147,1.6142183,832.22685
2982,Kepler-1845 b,2.44378,0.4464365,1.6328337,693.42434
2983,Kepler-1846 b,1.75997,0.68795236,1.4597701,642.62376
2985,Kepler-1848 b,1.41246,0.91132869,1.3483843,902.54013
2986,Kepler-1849 b,2.38773,0.46227637,1.6234393,385.68677
2987,Kepler-185 b,1.16584,1.077084,1.2099398,1335.0085
2988,Kepler-185 c,2.0178,0.57642667,1.5319696,577.38211
2989,Kepler-1850 b,0.72865,0.80512131,0.6538071,1257.5843
2991,Kepler-1852 b,1.88328,0.63284756,1.4981816,812.81785
2992,Kepler-1853 b,1.51335,0.84181506,1.3885059,425.42006
2994,Kepler-1855 b,1.22189,1.074932,1.2668424,1273.1272
2995,Kepler-1856 b,1.73755,0.69675174,1.4503618,1621.8157
2996,Kepler-1857 b,1.96175,0.5977912,1.5167654,1139.6827
2997,Kepler-1858 b,2.42136,0.45447511,1.6323543,370.75131
2998,Kepler-1859 b,1.58061,0.79278278,1.4073491,1583.8812
2999,Kepler-186 b,1.06495,1.0262877,1.0788567,699.9607
3000,Kepler-186 c,1.25552,1.0599007,1.2925764,610.42519
3001,Kepler-186 d,1.40125,0.92413467,1.3470486,463.86884
3002,Kepler-186 e,1.26673,1.0601558,1.3042742,390.86283
3003,Kepler-186 f,1.16584,1.077084,1.2099398,211.92657
3004,Kepler-1860 b,1.14342,1.0353895,1.1634766,811.34927
3005,Kepler-1861 b,2.20837,0.51053173,1.5779136,696.85509
3006,Kepler-1862 b,2.20837,0.51053173,1.5779136,734.1945
3007,Kepler-1863 b,2.26442,0.49544994,1.5938846,720.73443
3008,Kepler-1864 b,0.75107,0.83267186,0.6853578,1325.1371
3009,Kepler-1865 b,1.58061,0.78795365,1.4030562,1283.6348
3010,Kepler-1866 b,2.08506,0.55047314,1.5469869,980.6722
3011,Kepler-1867 b,1.15463,1.0736605,1.1963998,1105.255
3013,Kepler-1869 b,1.121,1.0333342,1.1395307,993.99106
3014,Kepler-187 b,1.41246,0.91245657,1.3492184,1573.239
3016,Kepler-1870 b,2.09627,0.54858966,1.5526409,1186.9205
3017,Kepler-1871 b,2.42136,0.45447511,1.6323543,1642.273
3018,Kepler-1872 b,2.38773,0.45994164,1.6193346,997.11269
3019,Kepler-1873 b,1.62545,0.76226949,1.4191486,2008.4718
3020,Kepler-1874 b,2.20837,0.51348278,1.5824674,402.24929
3022,Kepler-1876 b,0.97527,0.9764779,0.96373155,1358.5545
3023,Kepler-1877 b,0.62776,0.71944776,0.53246771,1469.1535
3025,Kepler-1879 b,2.06264,0.56137562,1.5454331,1162.5838
3026,Kepler-188 b,1.6815,0.72866521,1.4353602,1640.1959
3028,Kepler-1880 b,2.11869,0.53804151,1.5540869,798.49801
3030,Kepler-1882 b,1.49093,0.8496775,1.3743088,972.03759
3032,Kepler-1884 b,1.81602,0.65803949,1.4731488,1160.8935
3033,Kepler-1885 b,1.51335,0.83447898,1.3824425,1370.312
3036,Kepler-1888 b,1.32278,1.0010524,1.3234759,1154.0956
3038,Kepler-189 b,1.21068,1.0853672,1.261298,749.42708
3039,Kepler-189 c,2.37652,1.6812259,3.0814457,600.63472
3040,Kepler-1890 b,0.86317,0.91427084,0.82534167,1414.0557
3041,Kepler-1891 b,1.52456,0.82607261,1.3856503,1158.2176
3042,Kepler-1892 b,1.83844,0.64960221,1.4817441,961.65405
3043,Kepler-1893 b,1.70392,0.71955265,1.4453748,1405.256
3044,Kepler-1894 b,1.19947,1.0866157,1.2503379,1255.2793
3045,Kepler-1895 b,2.11869,0.54138338,1.5589058,1016.3263
3048,Kepler-1898 b,0.93043,0.94305917,0.90355205,1099.9817
3049,Kepler-1899 b,1.54698,0.81728778,1.3985313,914.1398
3050,Kepler-19 b,2.20837,0.77996264,1.9503329,906.74488
3053,Kepler-190 b,1.55819,0.80733597,1.400063,1288.7245
3054,Kepler-190 c,1.4573,0.88214185,1.3687312,1052.2392
3055,Kepler-1900 b,1.62545,0.76226949,1.4191486,1593.478
3056,Kepler-1901 b,1.47972,0.85638247,1.3693467,1349.4961
3057,Kepler-1902 b,1.17705,1.0641432,1.2142132,770.88635
3058,Kepler-1903 b,2.28684,0.48899299,1.5991423,936.52486
3059,Kepler-1904 b,1.39004,0.93602348,1.3448402,652.72083
3060,Kepler-1905 b,1.44609,0.8881021,1.3627832,1335.4648
3062,Kepler-1907 b,0.87438,0.87955548,0.82003395,844.68833
3063,Kepler-1907 c,1.15463,1.0592074,1.1883198,612.08901
3064,Kepler-1909 b,1.08737,1.0357958,1.1066605,1180.6196
3065,Kepler-191 b,1.3452,0.96880302,1.3240507,768.61896
3066,Kepler-191 c,1.86086,0.64120132,1.4900845,633.67378
3067,Kepler-191 d,2.27563,0.49355811,1.5987141,926.31204
3068,Kepler-1910 b,1.18826,1.0608299,1.2238674,728.85028
3069,Kepler-1911 b,1.0089,0.98418085,1.0008882,1090.7925
3070,Kepler-1912 b,1.35641,0.96535803,1.3327086,1100.5365
3071,Kepler-1913 b,1.51335,0.84181506,1.3885059,801.69204
3075,Kepler-1917 b,1.89449,0.62167993,1.4937425,756.05277
3076,Kepler-1918 b,2.29805,0.48449072,1.5995662,479.65176
3080,Kepler-192 d,1.02011,0.98203052,1.010903,1054.5872
3083,Kepler-1922 b,2.28684,0.48899299,1.5991423,956.89188
3084,Kepler-1923 b,1.96175,0.5977912,1.5167654,625.32137
3087,Kepler-1926 b,2.32047,0.47821383,1.6046748,422.96623
3089,Kepler-1928 b,1.99538,0.58407439,1.5249644,612.04283
3091,Kepler-193 b,2.38773,0.46227637,1.6234393,936.09039
3093,Kepler-1930 b,1.52456,0.83324805,1.3916553,671.98377
3095,Kepler-1932 b,1.51335,0.83814702,1.3854775,2118.4497
3096,Kepler-1933 b,1.17705,1.077786,1.2219718,1136.2903
3097,Kepler-1934 b,0.90801,0.93823695,0.87952239,1956.0848
3098,Kepler-1935 b,2.49983,0.43538604,1.6494826,1469.536
3101,Kepler-1938 b,1.82723,0.65642188,1.4804193,646.20349
3102,Kepler-1939 b,1.16584,1.0590323,1.1997578,988.77502
3103,Kepler-194 b,1.51335,0.83356197,1.3816827,1648.7155
3105,Kepler-194 d,2.39894,0.4604304,1.6278013,562.41173
3106,Kepler-1940 b,1.54698,0.8138538,1.3955902,1010.7438
3108,Kepler-1942 b,2.11869,0.53804151,1.5540869,1213.098
3109,Kepler-1943 b,1.54698,0.81471229,1.396326,1555.6169
3111,Kepler-1945 b,1.28915,1.0310188,1.3089913,913.55259
3112,Kepler-1946 b,2.48862,0.43717192,1.6454501,1234.4475
3113,Kepler-1947 b,1.0089,0.98108594,0.99931326,1150.2333
3114,Kepler-1948 b,1.03132,0.99381593,1.0281262,547.95548
3115,Kepler-1949 b,2.21958,0.50864853,1.5829956,2311.7954
3116,Kepler-195 b,2.02901,0.5707302,1.5328498,839.41236
3117,Kepler-195 c,1.54698,0.81642929,1.3977966,524.79248
3118,Kepler-1950 b,1.52456,0.83145419,1.3901565,857.4556
3119,Kepler-1951 b,2.32047,0.48075752,1.6089369,1013.4324
3120,Kepler-1952 b,1.24431,1.0723085,1.288512,819.31723
3121,Kepler-1953 b,1.28915,1.0265684,1.3061631,812.59917
3122,Kepler-1954 b,1.80481,0.66497114,1.4717461,1181.0838
