,P_NAME,P_RADIUS,P_MASS,P_ESCAPE,P_TEMP_SURF,S_TEMPERATURE,S_RADIUS,S_MASS,S_LUMINOSITY
2293,Kepler-132 c,1.27794,2.1834784,1.3071313,1245.8515,6003.0,1.18,0.98,1.6255488
2294,Kepler-132 d,1.54698,3.0225443,1.3977966,880.95001,6003.0,1.18,0.98,1.6255488
2295,Kepler-132 e,1.17705,1.7575889,1.2219718,490.16254,6023.0,1.1,1.03,1.6255488
2296,Kepler-1320 b,1.70392,3.5278908,1.4389078,1481.2451,4817.0,0.74,0.8,0.18663797
2298,Kepler-1321 c,2.39894,6.3565601,1.6278013,1072.0501,4094.0,0.53,0.54,0.1374042
2300,Kepler-1322 b,1.61424,3.2100628,1.410174,2006.7588,5488.0,0.87,0.9,0.79250133
2301,Kepler-1322 c,2.15232,5.2759448,1.5656573,1063.1558,5704.0,0.8,0.9,0.79250133
2302,Kepler-1323 b,1.52456,2.9240176,1.3848978,2467.1982,6169.0,1.4,1.18,1.9724227
2303,Kepler-1324 b,1.51335,2.8890565,1.3816827,904.74827,4776.0,0.73,0.78,0.21232445
2306,Kepler-1327 b,1.80481,3.9092844,1.4717461,852.95943,5885.0,1.03,1.02,1.0864256
2307,Kepler-1328 b,0.97527,0.90263153,0.96203931,1426.4051,5780.0,0.99,1.0,1.6904409
2308,Kepler-1329 b,2.17474,5.3395104,1.5669208,675.39901,4500.0,0.69,0.72,0.16943378
2309,Kepler-133 b,1.75997,3.7503704,1.4597701,1264.5374,5736.0,1.43,1.02,2.5703958
2311,Kepler-1330 b,1.64787,3.3689768,1.4298403,1233.1612,5608.0,0.94,0.97,2.6668587
2312,Kepler-1331 b,1.05374,1.1568939,1.047804,1430.7921,4508.0,0.69,0.72,0.12331048
2313,Kepler-1332 b,1.36762,2.4504539,1.3385683,846.80276,5581.0,0.9,0.95,0.72945751
2315,Kepler-1334 b,2.28684,5.8480353,1.5991423,834.05517,5614.0,0.91,0.94,1.0665961
2316,Kepler-1335 b,1.44609,2.6983597,1.3660049,842.9138,4903.0,0.74,0.77,0.27861212
2317,Kepler-1336 b,1.98417,4.5767232,1.5187556,917.99513,5512.0,1.3,0.94,2.6363314
2318,Kepler-1336 c,1.71513,3.5596736,1.4406436,1459.5065,5512.0,1.3,0.94,2.6363314
2319,Kepler-1337 b,2.41015,6.3883429,1.6280662,494.46861,4523.0,0.67,0.7,0.18113401
2320,Kepler-1338 b,0.91922,0.72146957,0.88592973,2387.4928,5909.0,1.05,1.04,1.7660378
2321,Kepler-1339 b,0.70623,0.2860452,0.63642063,2095.8625,5586.0,0.93,0.94,1.5417005
2322,Kepler-134 b,1.99538,4.6720716,1.5301779,1216.5924,5983.0,1.18,1.06,1.1508004
2323,Kepler-134 c,1.25552,2.1262693,1.3013596,982.48699,5983.0,1.18,1.06,1.1508004
2324,Kepler-1340 b,1.54698,3.0225443,1.3977966,2445.5413,6331.0,1.42,1.27,1.2217997
2326,Kepler-1342 b,1.65908,3.4007596,1.4317075,1399.4215,5527.0,0.9,0.93,0.54827696
2327,Kepler-1343 b,1.92812,4.3860264,1.5082335,1519.1391,5759.0,0.93,0.95,1.5667511
2328,Kepler-1344 b,1.83844,4.0364156,1.4817441,1313.0962,5981.0,1.13,1.09,1.3995873
2329,Kepler-1345 b,2.36531,6.1658633,1.6145552,834.8017,6449.0,1.55,1.32,4.931738
2330,Kepler-1346 b,1.58061,3.121071,1.4052043,1365.3512,6133.0,1.21,1.14,0.98174794
2331,Kepler-1347 b,1.03132,1.0806152,1.0236201,713.5987,5193.0,0.79,0.82,0.40926066
2332,Kepler-1348 b,1.93933,4.4178092,1.5093071,755.56365,5911.0,1.04,1.04,1.599558
2333,Kepler-1349 b,0.69502,0.2701538,0.62345755,1898.2068,6086.0,1.28,1.16,2.2029265
2334,Kepler-135 b,1.80481,3.9410672,1.4777167,1438.5777,6090.0,1.27,1.25,2.8054336
2335,Kepler-135 c,1.15463,1.6558839,1.1975496,1160.2514,6090.0,1.27,1.25,2.8054336
2337,Kepler-1350 c,1.72634,3.655022,1.4550631,922.6654,3827.0,0.53,0.55,0.052119471
2338,Kepler-1351 b,0.65018,0.2065882,0.56368432,1308.1526,4439.0,0.67,0.7,0.10399202
2339,Kepler-1352 b,0.88559,0.63883429,0.84933252,1932.6806,6118.0,1.16,1.11,1.8323144
2340,Kepler-1353 b,1.80481,3.9092844,1.4717461,516.26776,4776.0,0.72,0.76,0.24266101
2342,Kepler-1355 b,1.4573,2.7301425,1.3687312,1590.7309,5352.0,0.83,0.88,0.46881338
2343,Kepler-1356 b,1.52456,2.9558004,1.3924041,1865.0963,5106.0,0.78,0.82,0.32658783
2344,Kepler-1357 b,1.27794,2.1834784,1.3071313,1306.4079,5597.0,0.9,0.93,0.71449633
2345,Kepler-1358 b,1.121,1.4588305,1.140774,885.66361,5181.0,0.79,0.82,0.38636698
2347,Kepler-136 b,2.05143,19.705336,3.0992997,1156.2927,6165.0,1.35,1.2,2.9308932
2348,Kepler-136 c,1.99538,4.608506,1.5197329,1032.2738,6165.0,1.35,1.2,2.9308932
2350,Kepler-1361 b,0.86317,0.56573385,0.80957653,1077.6608,5131.0,0.79,0.83,0.36559479
2352,Kepler-1363 b,1.25552,2.0976648,1.2925764,1053.2159,4839.0,0.72,0.76,0.23659197
2353,Kepler-1364 b,2.15232,5.2759448,1.5656573,1266.7421,6805.0,1.79,1.49,6.1944108
2354,Kepler-1365 b,0.91922,0.72146957,0.88592973,1341.8071,5770.0,1.05,1.0,2.6607251
2355,Kepler-1365 c,0.79591,0.43542436,0.7396468,1574.0643,5770.0,1.05,1.0,2.6607251
2356,Kepler-1366 b,1.43488,2.6347941,1.3550819,981.49795,4070.0,0.6,0.62,0.10092529
2357,Kepler-1367 b,0.91922,0.72146957,0.88592973,1112.4096,4106.0,0.6,0.62,0.12445146
2358,Kepler-1368 b,1.64787,3.3689768,1.4298403,2395.3832,5906.0,1.08,1.07,1.124605
2360,Kepler-137 b,1.46851,2.7619253,1.3714106,876.44639,5187.0,0.8,0.91,0.510505
2361,Kepler-137 c,1.88328,4.1953296,1.4925387,674.52654,5187.0,0.8,0.91,0.510505
2362,Kepler-1370 b,1.83844,4.0364156,1.4817441,968.61262,6202.0,1.29,1.19,2.8707806
2363,Kepler-1370 c,1.26673,2.1548739,1.3042742,1352.3,6202.0,1.29,1.19,2.8707806
2364,Kepler-1371 b,0.72865,0.31464972,0.65713438,1295.0139,5361.0,0.83,0.87,0.63386971
2365,Kepler-1371 c,0.63897,0.19705336,0.55533071,1550.9416,5361.0,0.83,0.87,0.63386971
2366,Kepler-1372 b,1.26673,2.1548739,1.3042742,1870.1012,5677.0,0.97,0.98,1.0280163
2367,Kepler-1373 b,1.15463,1.6558839,1.1975496,2887.7729,6299.0,1.33,1.22,5.9429216
2368,Kepler-1374 b,2.28684,5.8480353,1.5991423,768.33281,5323.0,0.81,0.85,0.42854852
2369,Kepler-1375 b,1.73755,3.6868048,1.456654,2127.9444,6704.0,1.78,1.47,6.6374307
2370,Kepler-1376 b,1.05374,1.1568939,1.047804,1129.4581,5659.0,0.97,0.98,0.84918048
2371,Kepler-1377 b,1.25552,2.0976648,1.2925764,1965.0563,5218.0,0.82,0.86,0.50933087
2372,Kepler-1378 b,2.19716,5.4666417,1.577355,575.10757,4407.0,0.67,0.7,0.1250259
2373,Kepler-1379 b,1.30036,2.2406874,1.3126799,1744.7076,5188.0,0.79,0.83,0.39536662
2375,Kepler-138 c,1.19947,1.9705336,1.281732,473.04596,3841.0,0.44,0.52,0.059979108
2376,Kepler-138 d,1.21068,0.63883429,0.726406,398.26165,3841.0,0.44,0.52,0.059979108
2377,Kepler-1380 b,1.43488,2.6347941,1.3550819,1247.4871,5570.0,0.94,0.96,2.971666
2378,Kepler-1381 b,2.25321,5.6891213,1.5889922,647.0664,5747.0,0.94,0.96,0.76383578
2379,Kepler-1382 b,1.88328,4.1953296,1.4925387,1067.3016,6161.0,1.72,1.36,3.7325016
2380,Kepler-1383 b,1.41246,2.5712285,1.3492184,1162.0206,6370.0,1.44,1.26,3.6982818
2381,Kepler-1384 b,1.93933,4.4178092,1.5093071,628.71167,4919.0,0.74,0.78,0.28906799
2382,Kepler-1385 b,0.85196,0.54348589,0.79870156,1829.9814,5732.0,1.29,1.15,2.8183829
2383,Kepler-1386 b,1.24431,2.0690603,1.2895028,1109.0887,5733.0,1.03,1.02,1.0209395
2384,Kepler-1387 b,0.93043,0.75007409,0.89786332,1183.8314,5046.0,0.77,0.82,0.27542287
2386,Kepler-1388 c,2.26442,5.7209041,1.5894755,667.78559,4098.0,0.61,0.63,0.07816278
2388,Kepler-1388 e,2.45499,6.6108225,1.6409785,352.65296,4098.0,0.61,0.63,0.07816278
2389,Kepler-1389 b,1.77118,3.7821532,1.461296,340.15069,5078.0,0.74,0.81,0.29241524
2392,Kepler-1390 b,1.17705,1.7575889,1.2219718,1055.7029,5753.0,0.98,0.98,0.79432823
2393,Kepler-1391 b,1.6815,3.4643252,1.4353602,704.1054,5840.0,1.1,1.03,2.7478942
2394,Kepler-1392 b,1.96175,4.5131576,1.5167654,730.5161,5479.0,0.85,0.88,0.58748935
2395,Kepler-1393 b,0.79591,0.43542436,0.7396468,1709.6443,5697.0,0.92,0.95,1.4157938
2396,Kepler-1394 b,1.39004,2.5108412,1.3439898,1947.934,6481.0,2.55,1.64,6.4714262
2397,Kepler-1395 b,0.79591,0.43542436,0.7396468,1518.2988,6138.0,1.23,1.17,1.8923436
2398,Kepler-1396 b,2.07385,4.926334,1.5412506,862.93495,6195.0,1.27,1.18,1.599558
2399,Kepler-1397 b,1.71513,3.5914564,1.4470608,792.62374,6026.0,1.12,1.09,3.8994199
2400,Kepler-1398 b,0.8968,0.66743881,0.86269628,1739.1125,6126.0,1.18,1.13,2.0511622
2401,Kepler-1398 c,1.03132,1.0806152,1.0236201,1524.7043,6126.0,1.18,1.13,2.0511622
2402,Kepler-1399 b,1.25552,2.0976648,1.2925764,1741.8718,5735.0,0.96,0.97,1.023293
2404,Kepler-140 b,1.61424,3.2100628,1.410174,1567.1641,6077.0,1.29,1.15,1.7823788
2405,Kepler-140 c,1.80481,3.9092844,1.4717461,516.67869,6077.0,1.29,1.15,1.7823788
2406,Kepler-1400 b,1.62545,3.2418456,1.4122428,742.92253,5044.0,0.78,0.83,0.26424088
2407,Kepler-1401 b,1.6815,3.4643252,1.4353602,998.77672,5964.0,1.1,1.07,1.3803843
2408,Kepler-1402 b,0.76228,0.36232392,0.68943169,2075.1179,5416.0,0.87,0.9,2.8054336
2409,Kepler-1403 b,2.14111,5.2123792,1.5602655,1408.9018,6060.0,1.15,1.11,2.3550493
2410,Kepler-1404 b,2.00659,4.7038544,1.5310791,687.77693,5261.0,0.8,0.84,0.42657952
2412,Kepler-1406 b,1.09858,1.3666604,1.1153585,989.83349,5892.0,1.12,1.05,1.3645831
2413,Kepler-1407 b,2.25321,5.6891213,1.5889922,867.73228,6010.0,1.15,1.1,1.8663797
2414,Kepler-1408 b,0.88559,0.63883429,0.84933252,1947.7188,6170.0,1.35,1.21,3.7931498
2415,Kepler-1409 b,1.04253,1.1187546,1.0359126,1830.4123,5160.0,0.79,0.83,0.37844258
2416,Kepler-141 b,0.69502,0.25744068,0.6086112,1127.0376,4910.0,0.79,1.0,0.35809644
2417,Kepler-141 c,1.41246,2.5712285,1.3492184,859.87103,4910.0,0.79,1.0,0.35809644
2418,Kepler-1410 b,1.78239,3.813936,1.4628013,292.95272,4092.0,0.6,0.63,0.069502432
2420,Kepler-1412 b,0.82954,0.49898996,0.77558114,1670.5915,5880.0,1.27,1.06,2.4154608
2421,Kepler-1413 b,1.81602,3.97285,1.479077,703.62639,5196.0,0.8,0.84,0.40644333
2422,Kepler-1414 b,1.2331,2.0404558,1.2863657,1067.2494,4951.0,0.75,0.8,0.34355795
2423,Kepler-1415 b,1.28915,2.2120829,1.3099327,2020.8751,5267.0,0.84,0.89,0.5046613
2424,Kepler-1416 b,0.88559,0.61340805,0.83225877,2113.5093,6019.0,1.15,1.09,1.9230917
2425,Kepler-1417 b,0.99769,0.97255369,0.98732238,954.7747,5839.0,1.02,1.02,2.4831331
2426,Kepler-1418 b,1.65908,3.4007596,1.4317075,557.6158,4770.0,0.72,0.77,0.2421029
2428,Kepler-142 b,1.99538,4.608506,1.5197329,1710.5892,5790.0,1.27,0.99,1.2793813
2430,Kepler-142 d,2.16353,5.3077276,1.5662924,622.03244,5790.0,1.27,0.99,1.2793813
2431,Kepler-1420 b,1.27794,2.1834784,1.3071313,971.87287,5187.0,0.79,0.82,0.58613816
2432,Kepler-1421 b,0.93043,0.75007409,0.89786332,1471.4423,6335.0,1.42,1.25,3.9719155
2433,Kepler-1422 b,2.0178,4.7356372,1.5319696,961.21359,6194.0,1.23,1.15,2.7989813
2434,Kepler-1423 b,1.06495,1.1982116,1.0607234,535.57356,4939.0,0.75,0.79,0.30199517
2435,Kepler-1424 b,1.15463,1.6558839,1.1975496,779.55639,5838.0,1.07,1.02,1.8663797
2436,Kepler-1425 b,0.94164,0.77867861,0.90936173,1122.9801,5718.0,0.95,0.97,2.5003454
2437,Kepler-1426 b,1.55819,3.0543271,1.400063,852.10941,5831.0,1.02,1.02,1.0839269
2438,Kepler-1427 b,1.09858,1.3666604,1.1153585,2068.891,5793.0,1.01,1.01,1.0375284
2439,Kepler-1428 b,1.63666,3.337194,1.427945,1522.3788,6184.0,1.36,1.28,8.7902252
2440,Kepler-1429 b,1.28915,2.2120829,1.3099327,1328.2792,5902.0,1.07,1.05,1.374042
2441,Kepler-143 b,2.41015,6.3883429,1.6280662,956.2443,5848.0,1.36,1.06,1.9678863
2443,Kepler-1430 b,1.17705,1.7575889,1.2219718,1031.6537,4796.0,0.72,0.77,0.15275661
2444,Kepler-1431 b,1.46851,2.7619253,1.3714106,1299.9697,5806.0,1.03,1.03,1.7498467
2445,Kepler-1432 b,2.21958,5.5619901,1.5829956,904.70668,6031.0,1.13,1.09,2.8119008
2446,Kepler-1433 b,1.55819,3.0543271,1.400063,1460.1446,6097.0,1.19,1.14,1.7660378
2447,Kepler-1434 b,1.10979,1.4111563,1.1276314,1580.5271,6291.0,2.04,1.47,7.277798
2448,Kepler-1435 b,0.86317,0.56573385,0.80957653,1612.0347,6356.0,1.32,1.21,2.9376497
2449,Kepler-1436 b,1.31157,2.2692919,1.3153746,1515.0155,5972.0,1.09,1.06,6.3241185
2450,Kepler-1437 b,1.36762,2.4504539,1.3385683,1119.1298,5557.0,0.9,0.93,2.0701413
2451,Kepler-1438 b,0.94164,0.77867861,0.90936173,1660.2851,5530.0,0.96,0.97,1.3273945
2452,Kepler-1439 b,1.4573,2.7301425,1.3687312,485.3751,3578.0,0.43,0.46,0.028575905
2453,Kepler-144 b,1.33399,2.3296793,1.321514,1317.3426,6075.0,1.24,1.15,1.9142559
2454,Kepler-144 c,1.3452,2.3900666,1.332943,1103.8417,6075.0,1.24,1.15,1.9142559
2455,Kepler-1440 b,1.25552,2.1262693,1.3013596,749.59294,5698.0,0.96,0.98,2.3823195
2456,Kepler-1441 b,1.31157,2.2692919,1.3153746,716.23694,5802.0,1.0,1.0,2.113489
2458,Kepler-1443 b,0.97527,0.87084873,0.94495021,2071.5566,6289.0,1.27,1.19,3.6391504
2459,Kepler-1444 b,2.17474,5.403076,1.5762201,648.7587,5810.0,1.05,1.03,1.0495424
2460,Kepler-1445 b,0.96406,0.83906593,0.93292345,1136.4924,6150.0,1.26,1.13,2.1877616
2461,Kepler-1446 b,0.81833,0.476742,0.76326873,1665.7551,4865.0,0.75,0.81,0.22335722
2463,Kepler-1448 b,1.61424,3.2100628,1.410174,850.1154,5774.0,0.93,0.95,0.85310011
2464,Kepler-1449 b,1.6815,3.4643252,1.4353602,1124.6491,5979.0,1.1,1.08,3.2284941
2467,Kepler-1450 b,1.71513,3.5596736,1.4406436,377.37632,4524.0,0.68,0.71,0.17060824
2471,Kepler-1454 b,1.88328,4.1953296,1.4925387,502.23125,5448.0,0.86,0.9,0.55590426
2472,Kepler-1455 b,2.16353,5.3077276,1.5662924,321.81221,4075.0,0.6,0.62,0.07227698
2473,Kepler-1456 b,1.14342,1.5541789,1.1658633,492.94391,4231.0,0.62,0.64,0.11040786
2474,Kepler-1457 b,1.99538,4.608506,1.5197329,630.41684,5866.0,1.01,1.01,1.6405898
2476,Kepler-1459 b,1.35641,2.4186711,1.3353433,400.3172,4828.0,0.74,0.78,0.29991625
2479,Kepler-1460 b,1.96175,4.5131576,1.5167654,440.57409,4422.0,0.67,0.7,0.14321879
2480,Kepler-1461 b,2.02901,4.76742,1.5328498,479.27928,4919.0,0.74,0.79,0.22646443
2482,Kepler-1463 b,1.86086,4.131764,1.4900845,737.07896,5679.0,0.95,0.96,1.2359474
2483,Kepler-1464 b,1.65908,3.4007596,1.4317075,867.90633,5828.0,1.01,1.02,2.6915348
2484,Kepler-1464 c,0.99769,0.97255369,0.98732238,1574.2744,5828.0,1.01,1.02,2.6915348
2485,Kepler-1465 b,1.77118,3.7821532,1.461296,448.93329,4726.0,0.71,0.75,0.22284351
2486,Kepler-1466 b,1.54698,3.0225443,1.3977966,644.31183,5884.0,1.02,1.01,0.94841846
2488,Kepler-1468 b,1.72634,3.655022,1.4550631,1366.5002,5893.0,1.05,1.04,3.3962527
2489,Kepler-1468 c,1.15463,1.6050314,1.1790178,1809.3716,5893.0,1.05,1.04,3.3962527
2492,Kepler-147 b,1.52456,2.9558004,1.3924041,1094.4136,6012.0,1.47,1.14,2.6730064
2493,Kepler-147 c,2.43257,6.4836913,1.6325951,791.57823,6012.0,1.47,1.14,2.6730064
2494,Kepler-1470 b,1.06495,1.2395292,1.0788567,638.61884,4961.0,0.76,0.8,0.32658783
2495,Kepler-1471 b,1.41246,2.5712285,1.3492184,1205.5122,5660.0,0.93,0.95,0.63241185
2496,Kepler-1472 b,1.9057,4.2588952,1.4949312,760.39563,6159.0,1.25,1.16,2.630268
2497,Kepler-1473 b,1.18826,1.8116196,1.2347464,944.58648,6046.0,1.09,1.09,1.5631476
2498,Kepler-1474 b,2.16353,5.3077276,1.5662924,637.21416,5870.0,1.04,1.04,1.0690549
2500,Kepler-1476 b,1.67029,3.4325424,1.4335473,819.43171,5663.0,0.96,0.98,0.57147864
2501,Kepler-1477 b,1.17705,1.7575889,1.2219718,851.5527,5100.0,0.78,0.81,0.63679552
2502,Kepler-1478 b,1.72634,3.655022,1.4550631,835.96263,5904.0,1.06,1.04,2.0137242
2503,Kepler-1479 b,1.82723,4.0046328,1.4804193,913.21222,5796.0,0.98,0.99,1.3963684
2504,Kepler-148 b,1.80481,3.9092844,1.4717461,1379.2459,5272.0,0.85,0.86,0.41399967
2507,Kepler-1480 b,1.67029,3.4325424,1.4335473,568.96532,5156.0,0.81,0.85,0.35563132
2508,Kepler-1481 b,1.2331,2.0404558,1.2863657,844.87939,4908.0,0.75,0.8,0.25882129
2509,Kepler-1482 b,1.0089,1.0075148,0.99931326,860.54556,5381.0,0.84,0.88,0.82603795
2510,Kepler-1483 b,1.52456,2.9240176,1.3848978,1166.2401,6337.0,1.4,1.25,2.4774221
2511,Kepler-1484 b,2.10748,5.085248,1.5533679,1033.1939,5730.0,0.92,0.94,6.2517269
2512,Kepler-1485 b,1.46851,2.7619253,1.3714106,882.58321,6087.0,1.12,1.11,1.9054607
2513,Kepler-1486 b,2.32047,6.0069493,1.6089369,645.43613,5965.0,1.12,1.08,2.0511622
2514,Kepler-1487 b,2.1299,5.1805964,1.5595894,1323.0692,6541.0,1.63,1.38,3.6057864
2515,Kepler-1488 b,1.86086,4.131764,1.4900845,843.87402,5820.0,1.31,1.05,3.8636698
2516,Kepler-1488 c,1.64787,3.3689768,1.4298403,1572.562,5710.0,1.52,1.0,3.8636698
2517,Kepler-1489 b,1.77118,3.7821532,1.461296,531.62553,5655.0,0.9,0.93,1.5776113
2519,Kepler-149 c,1.61424,3.2100628,1.410174,506.83612,5381.0,0.95,0.92,0.76032628
2522,Kepler-1491 b,1.51335,2.8890565,1.3816827,990.41876,5728.0,0.99,1.0,2.2646443
2523,Kepler-1492 b,1.49093,2.8254909,1.3766335,524.73622,4712.0,0.72,0.77,0.1761976
2524,Kepler-1493 b,1.41246,2.5712285,1.3492184,959.78431,5863.0,1.29,1.06,1.7741895
2527,Kepler-1496 b,2.21958,5.5619901,1.5829956,604.85401,6182.0,1.27,1.18,2.0137242
2528,Kepler-1497 b,1.65908,3.4007596,1.4317075,965.18306,5675.0,0.95,0.96,0.84527885
2529,Kepler-1498 b,1.33399,2.3296793,1.321514,520.09441,5256.0,0.81,0.86,0.68233869
2530,Kepler-1499 b,1.18826,1.8116196,1.2347464,470.06136,5097.0,0.78,0.82,0.34355795
2532,Kepler-150 b,1.25552,2.0976648,1.2925764,1250.2429,5560.0,0.94,0.94,0.6902398
2537,Kepler-1500 b,1.19947,1.8688287,1.2482169,958.76348,5845.0,1.0,1.0,1.8836491
2538,Kepler-1501 b,1.55819,3.0543271,1.400063,922.29857,6229.0,1.3,1.2,1.5922087
2540,Kepler-1503 b,2.27563,5.7844697,1.59434,431.26325,5069.0,0.74,0.77,0.71779429
2541,Kepler-1504 b,2.1299,5.1805964,1.5595894,618.92102,5393.0,0.81,0.85,2.9376497
2542,Kepler-1505 b,0.93043,0.75007409,0.89786332,726.49208,5686.0,0.86,0.93,1.4092888
2543,Kepler-1506 b,1.32278,2.3010747,1.3189294,1075.844,5676.0,0.93,0.95,2.6668587
2544,Kepler-1507 b,0.84075,0.52123792,0.78738034,679.69354,5410.0,0.85,0.89,0.47424199
2545,Kepler-1508 b,1.33399,2.3296793,1.321514,971.09156,6158.0,1.22,1.14,3.4434993
2546,Kepler-1509 b,1.84965,4.0681984,1.4830517,876.20143,5780.0,0.99,1.0,2.5061093
2548,Kepler-151 c,2.08506,5.0216824,1.5519058,593.48634,5460.0,0.83,0.87,0.46344692
2550,Kepler-1511 b,1.6815,3.4643252,1.4353602,1113.2168,6064.0,1.29,1.17,6.886523
2551,Kepler-1512 b,1.17705,1.7575889,1.2219718,327.4292,4372.0,0.67,0.73,0.020183664
2554,Kepler-1514 c,1.17705,1.7353409,1.2142132,1093.363,6145.0,1.29,1.2,2.128139
2556,Kepler-1516 b,1.74876,3.7185876,1.4582229,1388.0608,5904.0,1.07,1.04,2.7925438
2561,Kepler-152 c,2.38773,6.2929945,1.6234393,368.97396,5088.0,0.72,0.83,0.34276779
2563,Kepler-1521 b,2.49983,6.8015193,1.6494826,430.78215,5042.0,0.76,0.81,0.26977394
2564,Kepler-1522 b,1.72634,3.655022,1.4550631,1787.617,5706.0,0.93,0.96,1.2359474
2565,Kepler-1523 b,1.58061,3.121071,1.4052043,1998.1811,5708.0,0.96,0.97,0.79615935
2567,Kepler-1525 b,0.90801,0.69286505,0.87353238,1506.8481,5748.0,1.04,1.07,0.97498964
2568,Kepler-1526 b,2.43257,6.4836913,1.6325951,936.76915,4601.0,0.69,0.73,0.19633603
2570,Kepler-1528 b,1.4573,2.7301425,1.3687312,1611.8509,5857.0,1.03,1.03,0.86297855
2571,Kepler-1529 b,2.09627,5.0534652,1.5526409,930.87436,5048.0,0.77,0.81,0.30199517
2574,Kepler-1530 b,1.63666,3.337194,1.427945,1248.9175,5477.0,0.88,0.92,0.48865236
2575,Kepler-1530 c,1.64787,3.3689768,1.4298403,982.07599,5477.0,0.88,0.92,0.48865236
2577,Kepler-1531 b,1.10979,1.4111563,1.1276314,2310.7841,6260.0,1.27,1.16,2.0137242
2578,Kepler-1532 b,1.3452,2.3900666,1.332943,1848.3623,5559.0,0.88,0.91,0.7227698
2580,Kepler-1534 b,1.89449,4.2271124,1.4937425,1028.0336,5442.0,0.86,0.9,0.58479008
2583,Kepler-1537 b,1.17705,1.7575889,1.2219718,1440.9127,5079.0,0.77,0.81,0.37757219
2586,Kepler-154 b,2.26442,5.7209041,1.5894755,659.00411,5690.0,1.0,0.98,1.0789467
2589,Kepler-154 e,1.50214,2.8572737,1.3791793,1352.6075,5769.0,0.98,0.98,1.0789467
2590,Kepler-154 f,1.50214,2.8572737,1.3791793,993.60014,5769.0,0.98,0.98,1.0789467
2591,Kepler-1540 b,2.48862,6.7697365,1.6493263,270.06295,4540.0,0.69,0.74,0.15205475
2592,Kepler-1541 b,1.15463,1.6558839,1.1975496,848.48702,5282.0,0.81,0.86,0.46131757
2593,Kepler-1542 b,0.76228,0.36232392,0.68943169,1368.6833,5564.0,0.99,0.94,1.1748976
2594,Kepler-1542 c,0.65018,0.2065882,0.56368432,1518.7837,5564.0,0.99,0.94,1.1748976
2595,Kepler-1542 d,0.87438,0.59116009,0.82224728,1191.5498,5564.0,0.99,0.94,1.1748976
2596,Kepler-1542 e,0.76228,0.36232392,0.68943169,1257.9958,5564.0,0.99,0.94,1.1748976
2598,Kepler-1544 b,1.78239,3.813936,1.4628013,275.69635,4886.0,0.74,0.81,0.24774221
2601,Kepler-1547 b,0.8968,0.66743881,0.86269628,2545.24,6078.0,1.18,1.12,1.6672472
2604,Kepler-155 b,2.08506,5.0216824,1.5519058,605.86617,4508.0,0.62,0.64,0.0616595
2605,Kepler-155 c,2.242,5.6573385,1.5885039,291.44931,4508.0,0.62,0.64,0.0616595
2608,Kepler-1552 b,2.4662,6.6743881,1.6450973,329.62684,5202.0,0.78,0.85,0.62950618
2609,Kepler-1553 b,1.15463,1.6050314,1.1790178,1079.9364,5288.0,0.81,0.85,0.45919801
2611,Kepler-1555 b,1.61424,3.2100628,1.410174,1268.5944,5866.0,1.06,1.04,2.4490632
2612,Kepler-1556 b,1.96175,4.5131576,1.5167654,874.86986,5608.0,0.95,0.97,0.58748935
2613,Kepler-1557 b,1.52456,2.9558004,1.3924041,1391.9469,6099.0,1.17,1.11,1.3152248
2614,Kepler-1558 b,0.68381,0.24472756,0.59823762,1066.2615,5101.0,0.79,0.83,0.33113112
2615,Kepler-1559 b,0.71744,0.29875832,0.64530824,1829.5087,5316.0,0.82,0.86,0.52966344
2616,Kepler-156 b,2.29805,5.9116009,1.6038835,961.11165,5094.0,0.81,0.84,0.36307805
2618,Kepler-1560 b,0.88559,0.63883429,0.84933252,1416.0398,5815.0,1.02,1.02,0.92469817
2619,Kepler-1561 b,1.08737,1.3221645,1.1026916,2042.0664,5957.0,1.11,1.07,0.95499259
2621,Kepler-1563 b,0.75107,0.34643252,0.67915534,1360.6912,5765.0,0.99,1.0,0.97723722
2622,Kepler-1564 b,1.46851,2.7619253,1.3714106,730.77765,5528.0,0.9,0.93,0.73282453
2623,Kepler-1565 b,1.18826,1.8116196,1.2347464,1339.5601,4940.0,0.73,0.76,0.27289778
2624,Kepler-1566 b,0.7847,0.41635468,0.72841671,2033.8927,5254.0,0.81,0.84,0.36559479
2626,Kepler-1568 b,1.30036,2.2406874,1.3126799,862.12433,5956.0,1.19,1.09,1.8113401
2627,Kepler-1569 b,1.6815,3.4643252,1.4353602,1364.369,6319.0,1.4,1.25,2.1627185
2628,Kepler-157 b,1.32278,2.3010747,1.3189294,1811.9312,5774.0,1.04,1.02,1.2331048
2629,Kepler-157 c,2.242,5.6573385,1.5885039,914.16455,5774.0,1.04,1.02,1.2331048
2630,Kepler-157 d,1.4573,2.7301425,1.3687312,1147.6065,5866.0,1.03,1.02,1.2331048
2631,Kepler-1570 b,1.06495,1.2395292,1.0788567,864.51652,5550.0,0.89,0.92,2.5941794
2632,Kepler-1571 b,1.52456,2.9240176,1.3848978,1547.8499,6297.0,1.39,1.23,1.5631476
2633,Kepler-1572 b,0.94164,0.77867861,0.90936173,1439.251,5618.0,0.95,0.97,2.3604782
2634,Kepler-1573 b,1.19947,1.8688287,1.2482169,1662.1493,5808.0,1.0,1.01,1.4757065
