P_NAME,P_RADIUS in MU,P_DENSITY in MU,P_ESCAPE in MU
GJ 9827 c,2.347754716981132,0.6134115633802818,1.8248250444444445
GJ 9827 d,3.807169811320754,0.6925402253521127,3.1442515555555555
Gl 49 b,4.230188679245283,0.7034699436619718,3.521073111111111
Gl 686 b,4.653207547169812,0.6219373521126761,3.641818222222222
HD 106315 b,4.610905660377358,1.2158531690140846,5.045675777777777
HD 108236 b,3.0457358490566033,1.0854995915492958,3.149195333333333
HD 108236 c,3.912924528301887,0.7779173943661973,3.425001333333333
HD 108236 f,3.807169811320754,0.8118685492957747,3.404376888888889
HD 110113 b,3.8706226415094336,0.7425175352112676,3.309990222222222
HD 125595 b,4.526301886792453,0.6484935211267606,3.6173362222222223
