P_NAME,P_RADIUS in MU,P_DENSITY in MU,P_ESCAPE in MU
HD 136352 b,3.1303396226415097,1.455654366197183,3.7481168888888887
HD 136352 d,4.843566037735848,0.7342999718309859,4.119025777777778
HD 137496 b,2.4746603773584903,2.521766901408451,3.8999639999999998
HD 13808 c,5.901113207547169,0.45856757746478877,3.965775777777778
HD 1461 b,4.568603773584905,0.6388444929577465,3.6238782222222223
HD 1461 c,4.209037735849056,0.7092895774647888,3.517929555555556
HD 15337 b,3.0880377358490563,2.412804366197183,4.760320444444445
HD 15337 c,4.505150943396226,0.8391871549295776,4.095729777777778
HD 154088 b,4.632056603773584,0.6283782112676056,3.6439880000000002
HD 155918 b,4.991622641509434,0.5705490140845071,3.7418015555555555
HD 156668 b,3.532207547169811,0.8869740422535213,3.3013699999999995
HD 158259 b,2.432358490566038,1.4584074647887324,2.915140888888889
HD 158259 c,4.209037735849056,0.7104992816901409,3.520928222222222
HD 158259 d,4.124433962264151,0.729411633802817,3.495773111111111
HD 158259 e,4.420547169811321,0.6658755633802818,3.579852222222222
HD 158259 f,4.441698113207547,0.6629277605633803,3.58901
HD 164922 d,3.4476037735849054,0.9238040985915492,3.288514888888889
HD 168009 b,5.753056603773584,0.47373067605633806,3.9296777777777776
HD 175607 b,5.5626981132075475,0.49347843661971835,3.8780384444444445
HD 176986 b,4.272490566037735,0.6962746901408451,3.5380497777777777
HD 176986 c,5.626150943396227,0.48760622535211273,3.898868
HD 181433 b,4.526301886792453,0.6484935211267606,3.6173362222222223
HD 189567 b,5.372339622641509,0.5185339859154929,3.839234222222222
HD 189567 c,4.801264150943396,0.5982141971830987,3.6853308888888887
HD 191939 d,5.6473018867924525,0.14708185915492958,2.1493794
HD 20329 b,3.2360943396226416,2.0717128169014085,4.622516666666667
HD 20781 b,2.2843018867924525,1.5387764788732397,2.8121197777777778
HD 20781 c,4.082132075471698,0.7425989295774648,3.491055333333333
HD 207897 b,4.71666037735849,1.298363929577465,5.333660444444445
HD 20794 b,2.7284716981132076,1.2582494929577466,3.0373537777777777
HD 20794 c,2.5592641509433958,1.3632466760563382,2.9654791111111107
HD 20794 d,3.8494716981132076,0.7906678169014085,3.3969620000000003
HD 20794 e,3.828320754716981,0.8043812394366198,3.407468222222222
HD 213519 b,5.753056603773584,0.47262530985915496,3.9250904444444448
HD 213885 b,3.2995471698113206,2.3252808450704228,4.993264666666666
HD 215152 b,2.242,1.526143661971831,2.748690444444444
HD 215152 c,2.2208490566037735,1.485068028169014,2.6858684444444445
HD 215152 d,2.7919245283018865,1.21722561971831,3.0569035555555555
HD 215152 e,2.8342264150943395,1.1952290845070423,3.0750533333333334
HD 215497 b,4.526301886792453,0.6484935211267606,3.6173362222222223
HD 216520 c,5.731905660377358,0.47420436619718315,3.917187333333333
HD 21693 b,5.287735849056604,0.5267404929577465,3.8085584444444445
HD 217786 c,4.949320754716981,0.5741434225352112,3.7217597777777778
HD 219134 b,3.0245849056603773,1.62026661971831,3.820775777777778
HD 219134 c,2.855377358490566,1.7720246478873238,3.772167111111111
HD 219134 f,2.4746603773584903,4.557433943661972,5.242860888888889
HD 22496 b,4.18788679245283,0.7176345070422536,3.5207819999999996
HD 23472 b,3.7648679245283017,1.4751174647887326,4.537906888888889
HD 23472 c,3.532207547169811,0.7320947183098593,2.9993171111111114
HD 23472 d,1.4171132075471697,1.8278421126760565,1.9013689999999999
HD 23472 e,1.5440188679245281,1.8542754929577465,2.086566622222222
HD 23472 f,2.1362452830188676,0.7463941267605634,1.8315878444444444
HD 238090 b,4.758962264150943,0.6048235492957746,3.6729848888888887
HD 260655 b,2.347754716981132,1.5637347887323945,2.913579111111111
HD 260655 c,2.897679245283019,1.2012171690140847,3.1517633333333333
HD 26965 b,5.372339622641509,0.5167887323943663,3.8327677777777778
HD 28109 b,4.145584905660376,2.45582323943662,6.447285555555555
HD 285968 b,5.351188679245283,0.5101862535211268,3.7932124444444444
HD 3167 b,3.0668867924528302,1.5510146478873241,3.7905151111111106
HD 3167 d,3.9552264150943395,0.7692598450704226,3.4427097777777775
HD 3167 e,5.837660377358491,0.4632550845070423,3.9431333333333334
HD 39194 b,3.4476037735849054,0.9238040985915492,3.288514888888889
HD 39194 c,4.505150943396226,0.6517511549295775,3.6094646666666663
HD 39194 d,3.4476037735849054,0.9238040985915492,3.288514888888889
HD 39855 b,5.372339622641509,0.5185339859154929,3.839234222222222
HD 40307 b,3.4476037735849054,0.9245378591549297,3.289820666666667
HD 40307 c,4.632056603773584,0.6292858450704226,3.6466188888888884
HD 40307 d,5.753056603773584,0.47215157746478875,3.923122888888889
HD 40307 f,4.018679245283019,0.7598012676056338,3.476369111111111
HD 40307 g,4.843566037735848,0.5900860985915494,3.692457111111111
HD 45184 c,5.499245283018868,0.5008142676056339,3.862192888888889
HD 5278 b,4.632056603773584,0.7424362676056337,3.960919111111111
HD 63433 b,4.060981132075471,0.7452832676056338,3.4792384444444444
HD 73583 c,4.505150943396226,1.0036047042253522,4.479022222222222
HD 7924 b,4.526301886792453,0.6484935211267606,3.6173362222222223
HD 7924 c,5.139679245283019,0.5476741830985916,3.774762888888889
HD 7924 d,4.568603773584905,0.6388444929577465,3.6238782222222223
HD 80653 b,3.0457358490566033,1.8751473239436622,4.139067111111111
HD 85512 b,3.2360943396226416,0.9759675070422535,3.172717333333333
HD 86226 c,4.082132075471698,1.0082548591549296,4.0678482222222225
