,P.Name,PSI_P_RADIUS,PSI_P_DENSITY,PSI_P_ESCAPE,PSI_P_TEMP_SURF,PSI_Interior,PSI_Surface,PSI_Global
2568,Kepler-1526 b,0.734994,0.600732,0.824997,0.014853,0.6644805607450078,0.11069634339489268,0.2712112983108562
2570,Kepler-1528 b,0.889254,0.933147,0.888301,0.001282,0.9109361680919251,0.033746138771717275,0.17532991285176205
2571,Kepler-1529 b,0.779487,0.691616,0.843001,0.015258,0.7342381636717068,0.11341300303757061,0.2885691513083122
2574,Kepler-1530 b,0.854252,0.855648,0.87308,0.004185,0.85494971506867,0.06044699992555462,0.227330476098364
2575,Kepler-1530 c,0.852189,0.849935,0.872603,0.012128,0.851061253797281,0.10287336479380851,0.295891086083653
2577,Kepler-1531 b,0.969998,0.982946,0.957621,0.000223,0.976450538485181,0.014613332371502401,0.11945374110180246
2578,Kepler-1532 b,0.913239,0.990209,0.897818,0.000666,0.9509455699202768,0.024452950496821443,0.15249073724797904
2580,Kepler-1534 b,0.810011,0.752586,0.85689,0.009946,0.7807707335998193,0.09231808024433784,0.2684758000954623
2583,Kepler-1537 b,0.952801,0.959996,0.928975,0.00217,0.9563917339646971,0.04489850498624648,0.2072210390771624
2586,Kepler-154 b,0.756341,0.641243,0.834589,0.06239,0.6964182449239825,0.22818853544821222,0.39864101566273624
2589,Kepler-154 e,0.880135,0.90912,0.885568,0.002907,0.8945101068182517,0.05073801509716359,0.2130391215347779
2590,Kepler-154 f,0.880135,0.90912,0.885568,0.011532,0.8945101068182517,0.10105627232388893,0.30065903770067554
2591,Kepler-1540 b,0.72824,0.589639,0.821346,0.833355,0.6552852091723115,0.8273287108701112,0.736299033923568
2592,Kepler-1541 b,0.958439,0.961015,0.93619,0.022548,0.9597261357204981,0.145290096427802,0.373414920434512
2593,Kepler-1542 b,0.920724,0.89327,0.867454,0.002753,0.9068931180023366,0.04886819888229972,0.21051896174816914
2594,Kepler-1542 c,0.873018,0.84907,0.79532,0.001697,0.8609607385125061,0.03673769236084379,0.17784743671539752
2595,Kepler-1542 d,0.96123,0.93445,0.930674,0.005174,0.9477454159741423,0.06939241511865689,0.25644949470038314
2596,Kepler-1542 e,0.920724,0.89327,0.867454,0.004049,0.9068931180023366,0.0592648398799828,0.23183372366130608
2598,Kepler-1544 b,0.828455,0.792796,0.864411,0.884138,0.810429398640005,0.8742188585920576,0.8417200626387094
2601,Kepler-1547 b,0.968615,0.958594,0.947812,0.000138,0.9635914732447564,0.011436697775144711,0.10497763789591914
2604,Kepler-155 b,0.7811,0.696296,0.843171,0.086111,0.7374800374247428,0.2694555584525953,0.4457780785681648
2605,Kepler-155 c,0.759318,0.649859,0.834808,0.967233,0.7024597042976913,0.8985843567879422,0.7944931098227278
2608,Kepler-1552 b,0.730921,0.595338,0.822265,0.677494,0.659655248063714,0.746377655017887,0.7016779440527096
2609,Kepler-1553 b,0.958439,0.977655,0.941756,0.008015,0.9679993184630865,0.08688022985697033,0.29000000567148887
2611,Kepler-1555 b,0.858421,0.856968,0.877581,0.003898,0.857694192313321,0.05848769732174451,0.22397445906763486
2612,Kepler-1556 b,0.799474,0.733236,0.851395,0.019838,0.7656390258235274,0.12996143277911337,0.3154418247278414
2613,Kepler-1557 b,0.875672,0.903559,0.882139,0.002547,0.8895062206910078,0.04740050667450718,0.2053364204199532
2614,Kepler-1558 b,0.888205,0.858486,0.816552,0.008477,0.8732190776832581,0.08319802464001173,0.2695368292853873
2615,Kepler-1559 b,0.902615,0.887476,0.843694,0.0007,0.8950134913731748,0.024301971113471436,0.14748081913766994
2616,Kepler-156 b,0.751935,0.635998,0.831354,0.013308,0.6915411456522309,0.10518392953298522,0.26970171511031243
2618,Kepler-1560 b,0.96495,0.955363,0.942247,0.002352,0.9601445343540731,0.04707616110092241,0.21260272523987664
2619,Kepler-1561 b,0.975923,0.985037,0.965557,0.00041,0.9804694101046703,0.01989669243869443,0.13967139398746178
2621,Kepler-1563 b,0.916309,0.893057,0.862057,0.002828,0.9046082945745081,0.04937506654172731,0.21134118088724402
2622,Kepler-1564 b,0.88695,0.927095,0.887598,0.041503,0.9068003695687381,0.19193222708550015,0.41718606694529303
2623,Kepler-1565 b,0.950016,0.959014,0.925255,0.003039,0.9545043971737375,0.05302687945749778,0.22497642012127264
2624,Kepler-1566 b,0.929343,0.92072,0.887223,0.000419,0.9250214521620566,0.019280727086912464,0.1335480668848339
2626,Kepler-1568 b,0.923344,0.989914,0.903317,0.021096,0.9560497646127004,0.13804483123970995,0.36328739093550255
2627,Kepler-1569 b,0.846081,0.833022,0.871218,0.002793,0.8395261084576227,0.04932861110957818,0.20350099980207376
2628,Kepler-157 b,0.918253,0.996881,0.901612,0.000733,0.9567596191797604,0.025707617470314123,0.15683115220171245
2629,Kepler-157 c,0.759318,0.649859,0.834808,0.01648,0.7024597042976913,0.11729294880767556,0.2870428019227168
2630,Kepler-157 d,0.889254,0.933147,0.888301,0.006122,0.9109361680919251,0.07374400804133174,0.25918349504725574
2631,Kepler-1570 b,0.981948,0.986125,0.973293,0.020853,0.9840342837015386,0.14246430756157838,0.37441923407377653
2632,Kepler-1571 b,0.875672,0.897864,0.884081,0.001552,0.8866985759591587,0.03704178332640047,0.18123161017467954
2633,Kepler-1572 b,0.982755,0.962739,0.966529,0.002181,0.9726955155365938,0.04591295839956298,0.21132753900112758
2634,Kepler-1573 b,0.947253,0.957458,0.92137,0.001108,0.9523418308958186,0.031951180885845205,0.17443751346573738
2635,Kepler-1574 b,0.925919,0.982899,0.904069,0.005956,0.9539836786764226,0.07338007198143104,0.2645815394361184
2636,Kepler-1575 b,0.920789,0.996901,0.902581,0.001963,0.9580894921086442,0.0420923568240126,0.20081893529041045
2637,Kepler-1576 b,0.988078,0.993188,0.987619,0.009872,0.9906297051189208,0.09874094777750517,0.31275504149412636
2638,Kepler-1577 b,0.964171,0.980072,0.94955,0.030049,0.9720889878565645,0.16891722218293787,0.4052191648273246
2639,Kepler-1578 b,0.988078,0.993188,0.987619,0.001153,0.9906297051189208,0.03374499528819051,0.18283543073370528
2640,Kepler-1579 b,0.94973,0.930091,0.915163,0.002357,0.9398592051099994,0.04644393599814727,0.20892764481848347
2641,Kepler-158 b,0.776288,0.685311,0.841556,0.116645,0.7293824138049944,0.3133102290382489,0.47804076303774934
2642,Kepler-158 c,0.808228,0.747524,0.856604,0.219028,0.7772836209981527,0.43315154497242647,0.5802427089736776
2643,Kepler-1580 b,0.777883,0.686974,0.842833,0.021035,0.7310166865687814,0.13315026156564622,0.3119856775967212
2644,Kepler-1581 b,0.93355,0.9219,0.89272,0.00258,0.9277067128139151,0.04799184930798145,0.21100322453310574
2645,Kepler-1582 b,0.882391,0.915082,0.886232,0.344679,0.8985878482719427,0.5526893879277944,0.7047268746548366
2646,Kepler-1583 b,0.851439,0.813934,0.757938,0.012418,0.8324753155655727,0.09701584449975169,0.28418883821288854
2647,Kepler-1584 b,0.858421,0.856968,0.877581,0.012606,0.857694192313321,0.10517977983433888,0.30035326918931016
2648,Kepler-1585 b,0.826558,0.787475,0.864047,0.008613,0.8067798714953169,0.0862672406594763,0.26381560479529614
2649,Kepler-1586 b,0.875672,0.897864,0.884081,0.017734,0.8866985759591587,0.1252129883598343,0.333205910016998
2650,Kepler-1587 b,0.915737,0.989949,0.900909,0.005584,0.9521202273941038,0.07092725749667754,0.25986780588633285
2651,Kepler-1588 b,0.920724,0.89327,0.867454,0.003692,0.9068931180023366,0.05659187369225373,0.22654531729074073
2652,Kepler-1589 b,0.975923,0.985037,0.965557,0.000174,0.9804694101046703,0.012961748261712229,0.11273241624344892
2653,Kepler-159 b,0.741924,0.616366,0.827075,0.065426,0.6762371833787314,0.23262031069964634,0.3966188393208449
2655,Kepler-1590 b,0.961293,0.979218,0.945756,0.00822,0.9702141046562867,0.08817093806918468,0.2924802347774955
2656,Kepler-1591 b,0.931128,0.968789,0.905622,0.003356,0.9497718483888643,0.05512955134952578,0.22882415931471903
2657,Kepler-1592 b,0.873463,0.897616,0.881533,0.000546,0.8854571498429498,0.02193893839728805,0.13937714971918005
2659,Kepler-1594 b,0.981948,0.995746,0.979281,0.002135,0.9888229331927937,0.045724883105372725,0.21263539929219752
2660,Kepler-1595 b,0.939095,0.954845,0.910582,0.009706,0.946937255194345,0.0940112168413961,0.2983667602687538
2661,Kepler-1596 b,0.808228,0.747524,0.856604,0.06655,0.7772836209981527,0.23876137920526427,0.4307961343642499
2662,Kepler-1597 b,0.981948,0.995746,0.979281,0.000783,0.9888229331927937,0.027690738939219372,0.16547277026796525
2663,Kepler-1598 b,0.986166,0.963045,0.970821,0.004559,0.9745369338665416,0.06652798613365656,0.2546251747628452
2664,Kepler-1599 b,0.85633,0.8513,0.877054,0.206849,0.8538112958962303,0.4259316175702386,0.6030466203875311
2666,Kepler-160 b,0.840091,0.821001,0.8683,0.00451,0.8304911505193779,0.06257821505923607,0.22797073018700018
2670,Kepler-1600 c,0.802945,0.739695,0.853166,0.017459,0.7706713967541549,0.1220468155832015,0.30668875074723995
2671,Kepler-1601 b,0.941766,0.925774,0.904008,0.001153,0.933735763952522,0.03228499998451293,0.1736250532749993
2672,Kepler-1602 b,0.913239,0.983055,0.900221,0.01194,0.9475041768483135,0.10367564198016813,0.313421607126311
2673,Kepler-1603 b,0.925919,0.982899,0.904069,0.000226,0.9539836786764226,0.014294040506448832,0.11677448927523448
2674,Kepler-1604 b,0.898638,0.9511,0.893459,0.000254,0.9244969452626656,0.015064480940278029,0.11801299340011119
2675,Kepler-1605 b,0.978923,0.98539,0.969345,0.095846,0.9821511772481872,0.30480787534117293,0.5471447830335694
2676,Kepler-1606 b,0.782723,0.69486,0.845644,0.70395,0.737484171884387,0.7715510960396595,0.7543253416989909
2677,Kepler-1607 b,0.975787,0.960599,0.957266,0.003253,0.9681632178579188,0.05580310294239918,0.23243603789251333
2678,Kepler-1608 b,0.838121,0.819975,0.866318,0.074471,0.8289983516117508,0.2539991491678663,0.4588734858007688
2679,Kepler-1609 b,0.762327,0.655964,0.836054,0.118804,0.7071485474976243,0.31516116419381374,0.472086601681636
2680,Kepler-161 b,0.776288,0.873318,0.691513,0.01354,0.8233749349986311,0.09676304056818388,0.2822627538980273
2681,Kepler-161 c,0.785996,0.836881,0.690559,0.022051,0.8110395295397136,0.12339982378026317,0.31635760623703707
2682,Kepler-1610 b,0.858421,0.856968,0.877581,0.031623,0.857694192313321,0.16658854691424618,0.37799739310511676
2683,Kepler-1611 b,0.93769,0.92607,0.899157,0.006995,0.9318618879962846,0.07930701869948208,0.2718514082668251
2684,Kepler-1612 b,0.991182,0.991984,0.991815,0.005486,0.9915829189170213,0.07376379254078522,0.2704494716540992
2685,Kepler-1613 b,0.7811,0.693255,0.844311,0.000135,0.7358678417351855,0.010676234589029974,0.08863575861292113
2686,Kepler-1614 b,0.882391,0.915082,0.886232,0.00645,0.8985878482719427,0.07560553154366419,0.2606495960236227
2687,Kepler-1615 b,0.784355,0.699555,0.845833,0.054676,0.7407425072351391,0.2150506105734183,0.3991204435488132
2688,Kepler-1616 b,0.994314,0.990302,0.996202,0.001766,0.9923059723835185,0.04194392366004878,0.20401275928986592
2689,Kepler-1617 b,0.947253,0.957458,0.92137,0.025595,0.9523418308958186,0.15356583327680673,0.38242275929379016
2690,Kepler-1618 b,0.933763,0.961695,0.906425,0.001286,0.947626090968901,0.03414180062621185,0.17987123468208227
2691,Kepler-1619 b,0.920724,0.89327,0.867454,0.020823,0.9068931180023366,0.13439864077437688,0.3491206129508119
2692,Kepler-162 b,0.933763,0.961695,0.906425,0.005058,0.947626090968901,0.06771039543526533,0.25330640999445514
2694,Kepler-1620 b,0.858421,0.856968,0.877581,0.153332,0.857694192313321,0.3668259122417608,0.5609139457348108
2695,Kepler-1621 b,0.769997,0.669969,0.83986,0.09868,0.7182437748376244,0.2878843253808724,0.4547209304377144
2696,Kepler-1622 b,0.88695,0.927095,0.887598,0.006528,0.9068003695687381,0.07611990373089025,0.2627271528310465
2697,Kepler-1623 b,0.920789,0.996901,0.902581,0.006184,0.9580894921086442,0.07470984475957637,0.2675419915101519
2700,Kepler-1626 b,0.790976,0.715463,0.847813,0.000832,0.752272598123845,0.02655899877630932,0.14134923775182598
2703,Kepler-1629 b,0.925069,0.897213,0.874049,0.004838,0.9110345397936349,0.06502806364947368,0.24339846351316488
2704,Kepler-163 b,0.985,0.993957,0.983601,0.013892,0.9894683648303264,0.11689390528166983,0.3400923717428618
2705,Kepler-163 c,0.756341,0.641243,0.834589,0.054688,0.6964182449239825,0.2136398914809685,0.38572362939146754
2706,Kepler-1630 b,0.766904,0.66656,0.837463,0.264816,0.7149737968904875,0.4709284465903498,0.5802598551704585
2707,Kepler-1631 b,0.913239,0.990209,0.897818,0.00377,0.9509455699202768,0.05817880937248544,0.23521241684061092
2708,Kepler-1632 b,0.730921,0.595338,0.822265,0.26655,0.659655248063714,0.46816101476949146,0.5557201366978967
2709,Kepler-1633 b,0.864779,0.875248,0.87885,0.058361,0.8699977529810062,0.22647420349788186,0.44388292167115456
2713,Kepler-1637 b,0.96495,0.955363,0.942247,0.005122,0.9601445343540731,0.06947077899376111,0.25826728160605145
2714,Kepler-1638 b,0.813609,0.762825,0.857473,0.795029,0.7878078988084595,0.8256608878450038,0.8065123490570368
2716,Kepler-164 b,0.898638,0.9511,0.893459,0.00381,0.9244969452626656,0.05834448380095585,0.23224835208653422
2718,Kepler-164 d,0.732272,0.595021,0.824025,0.046542,0.6600887953237807,0.1958360833707619,0.35954026805510075
2724,Kepler-1643 b,0.749037,0.630007,0.830226,0.013892,0.6869487268049923,0.10739413201846738,0.2716141790415468
2725,Kepler-1644 b,0.811805,0.757686,0.857179,0.056939,0.7842788300279436,0.2209228713397506,0.4162512835544817
2726,Kepler-1645 b,0.828455,0.792796,0.864411,0.012572,0.810429398640005,0.10424670302700224,0.290662334753536
2727,Kepler-1646 b,0.939095,0.954845,0.910582,0.088631,0.946937255194345,0.28408765063268765,0.5186648051725963
2729,Kepler-1649 b,0.994314,0.985391,0.997812,0.616249,0.9898424454295744,0.7841560094700544,0.8810169703315227
2730,Kepler-1649 c,0.981948,0.995746,0.979281,0.868328,0.9888229331927937,0.9221372523480439,0.9548981425645021
2731,Kepler-165 b,0.749037,0.630007,0.830226,0.026355,0.6869487268049923,0.14792094587988547,0.31876967459276534
2732,Kepler-165 c,0.760819,0.651591,0.835936,0.061621,0.7040900603111793,0.226960816565327,0.39975099127301184
2733,Kepler-1650 b,0.989528,0.964925,0.97558,0.03576,0.9771490702037228,0.18677992611627195,0.42721403434020655
2734,Kepler-1651 b,0.81909,0.774532,0.859787,0.177595,0.7964994763840086,0.390760632951939,0.5578894510005573
2735,Kepler-1652 b,0.860526,0.862671,0.878117,0.882815,0.861597832486828,0.8804628665395264,0.8709792749518184
2736,Kepler-1653 b,0.768446,0.665493,0.839716,0.972987,0.7151191745981924,0.9038986401649247,0.8039870953411936
2738,Kepler-1655 b,0.763845,0.614164,0.854285,0.012599,0.6849278068380638,0.10374553828960549,0.26656744739358906
2742,Kepler-166 b,0.754865,0.639514,0.833493,0.021406,0.6947997809513184,0.1335730180762567,0.30464159876876573
2743,Kepler-166 c,0.741924,0.616366,0.827075,0.149174,0.6762371833787314,0.35125216874775306,0.487370267096436
2744,Kepler-166 d,0.838121,0.819975,0.866318,0.001978,0.8289983516117508,0.04139537418601262,0.18524766385721597
2754,Kepler-1669 c,0.808228,0.747524,0.856604,0.005009,0.7772836209981527,0.06550365971455337,0.22564335091369048
2755,Kepler-167 b,0.840091,0.821001,0.8683,0.013348,0.8304911505193779,0.10765717997421259,0.29901226606688824
2756,Kepler-167 c,0.848103,0.838623,0.871672,0.027795,0.8433496796519224,0.15565385713177815,0.3623128903981629
2757,Kepler-167 d,0.939095,0.949073,0.908637,0.113252,0.9440708177541556,0.3207880258426115,0.5503150133178046
2760,Kepler-1671 b,0.918253,0.999437,0.900377,0.006984,0.9579853984069904,0.07929837935292247,0.2756205535467885
2768,Kepler-1679 b,0.782723,0.69486,0.845644,0.021513,0.737484171884387,0.13487898046767702,0.3153904139551727
2769,Kepler-168 b,0.889254,0.933147,0.888301,0.001817,0.9109361680919251,0.040175152980418134,0.19130342367163475
2771,Kepler-1680 b,0.91076,0.983262,0.897172,0.035444,0.9463169126249409,0.1783237627687348,0.4107928828874369
2774,Kepler-1683 b,0.813609,0.762825,0.857473,0.038057,0.7878078988084595,0.18064564750084625,0.37724536840965367
2777,Kepler-1686 b,0.896267,0.948902,0.891361,0.008686,0.9222090591801839,0.08799069067804843,0.2848610399244123
2778,Kepler-1687 b,0.85014,0.839403,0.873821,0.035295,0.8447544414917273,0.17561751676583973,0.3851670771128953
2779,Kepler-1688 b,0.931128,0.975123,0.907752,0.024637,0.9528716223836241,0.14954693585627224,0.3774904388085424
2780,Kepler-1689 b,0.982755,0.975646,0.970813,0.01078,0.9791940485572816,0.10230036236494962,0.31649945654457606
2781,Kepler-169 b,0.964171,0.980072,0.94955,0.007971,0.9720889878565645,0.08699921292747424,0.2908108953237244
2782,Kepler-169 c,0.944512,0.956262,0.917636,0.020454,0.9503688411053889,0.13700119249116047,0.3608346775711565
2783,Kepler-169 d,0.933763,0.968917,0.908854,0.030333,0.9511776094247594,0.16603694884573134,0.39740486670304354
2784,Kepler-169 e,0.76537,0.662104,0.837335,0.059397,0.71186693874628,0.22301387175465118,0.39844221937934615
2787,Kepler-1691 b,0.81909,0.774532,0.859787,0.002246,0.7964994763840086,0.04394407357084684,0.18708669538307598
2788,Kepler-1692 b,0.969998,0.979349,0.956424,0.014676,0.9746622857697942,0.11847564569986525,0.3398142781665935
2789,Kepler-1693 b,0.925919,0.983667,0.904327,0.02903,0.9543563092330872,0.16202658056627622,0.39323159769643234
2790,Kepler-1693 c,0.992844,0.979719,0.984548,0.009198,0.986259667043117,0.09516234814252957,0.3063572845454999
2791,Kepler-1694 b,0.952801,0.959996,0.928975,0.010579,0.9563917339646971,0.09913438618864798,0.30791444834967874
2792,Kepler-1695 b,0.967072,0.982469,0.953889,0.005441,0.974740099086931,0.07204241840055066,0.26499553590620145
2794,Kepler-1697 b,0.933763,0.962492,0.906693,0.236713,0.9480186798771425,0.46327747636702565,0.6627184180044204
2795,Kepler-1698 b,0.978923,0.997465,0.973341,0.001806,0.9881505098895613,0.04192676765504348,0.20354350109092745
2796,Kepler-1699 b,0.866928,0.878908,0.880151,0.005885,0.8728974479421967,0.0719700537376484,0.2506441226836489
2801,Kepler-1701 b,0.762327,0.655964,0.836054,0.782236,0.7071485474976243,0.8086974321363956,0.7562203478486352
2802,Kepler-1702 b,0.860526,0.86786,0.876328,0.086232,0.8641852199384111,0.27489546394220477,0.4874018844515948
2804,Kepler-1705 b,0.789307,0.679649,0.85923,0.004212,0.7324286403759754,0.060158762952707064,0.20990950658831972
2805,Kepler-1705 c,0.785996,0.757371,0.826604,0.007386,0.771550760816163,0.07813640088972616,0.24553248166771122
2808,Kepler-171 b,0.74617,0.621697,0.830063,0.004492,0.6810959187148312,0.061062615371436556,0.20393503405628705
2810,Kepler-171 d,0.810011,0.752586,0.85689,0.100022,0.7807707335998193,0.292759033302134,0.4780979870270122
2812,Kepler-1711 b,0.804695,0.741125,0.854727,0.036098,0.7722561633778005,0.17565288282860603,0.3683056086722949
2813,Kepler-1712 b,0.753396,0.637765,0.832415,0.192704,0.6931735712936552,0.40051179777879203,0.5269005534363838
2814,Kepler-1713 b,0.840091,0.821001,0.8683,0.011561,0.8304911505193779,0.10019189737698353,0.28845880836842286
2817,Kepler-1716 b,0.736366,0.604703,0.825049,0.234512,0.6672950841254565,0.4398680382660236,0.5417765033653875
2821,Kepler-172 b,0.744747,0.619935,0.829052,0.002381,0.6794812222902117,0.04442941381562444,0.17374968317979206
2823,Kepler-172 d,0.757825,0.645534,0.834698,0.02568,0.6994296273035623,0.1464071194990189,0.3200023078444699
2835,Kepler-173 b,0.925919,0.982899,0.904069,0.002737,0.9539836786764226,0.049743711693037145,0.2178409719771351
2836,Kepler-173 c,0.734994,0.600732,0.824997,0.00728,0.6644805607450078,0.07749824617370382,0.2269274731588429
2842,Kepler-1735 b,0.947253,0.9666,0.924441,0.100793,0.9568776043988071,0.305249376269633,0.5404500827172816
2846,Kepler-1739 b,0.734994,0.600732,0.824997,0.010955,0.6644805607450078,0.0950675661569181,0.25133752141017873
2847,Kepler-174 b,0.799474,0.733236,0.851395,0.063752,0.7656390258235274,0.23297668132240187,0.4223458764179925
2848,Kepler-174 c,0.882391,0.915082,0.886232,0.254699,0.8985878482719427,0.47510251963970895,0.6533921876114104
2849,Kepler-174 d,0.766904,0.66656,0.837463,0.67942,0.7149737968904875,0.7543136691456678,0.7343803565424888
2851,Kepler-1741 b,0.928513,0.980541,0.906411,0.026225,0.9541724506256717,0.15417726315835287,0.38355142682378934
2852,Kepler-1742 b,0.768446,0.668278,0.838651,0.163508,0.7166139518513438,0.3703054789062673,0.5151369455117976
2853,Kepler-1743 b,0.860526,0.862671,0.878117,0.002347,0.861597832486828,0.045397583625122605,0.19777375875364545
2855,Kepler-1745 b,0.804695,0.744716,0.853421,0.002246,0.7741248230227474,0.04378108685265819,0.1840978710131042
2859,Kepler-1749 b,0.858421,0.862097,0.87581,0.133272,0.8602570364937447,0.3416444794226888,0.5421273534904971
2863,Kepler-1751 b,0.82094,0.775776,0.861541,0.007364,0.7980385638802175,0.07965166617215236,0.25212120355632717
2865,Kepler-1753 b,0.760819,0.651591,0.835936,0.085485,0.7040900603111793,0.2673200122699384,0.4338402512002847
2866,Kepler-1754 b,0.73363,0.596794,0.824944,0.036416,0.6616842012773163,0.17332386074629194,0.33865271349896336
2868,Kepler-1756 b,0.88695,0.928314,0.887185,0.004372,0.9073963314340653,0.06227979463678409,0.2377234889023061
2871,Kepler-1759 b,0.972227,0.946308,0.948126,0.010995,0.9591799559602984,0.10210115263795996,0.3129430924158163
2872,Kepler-176 b,0.893912,0.938967,0.891901,0.014192,0.916162577768815,0.11250715084829054,0.32105270803809577
2875,Kepler-176 e,0.891575,0.939228,0.889017,0.238711,0.9150913637992656,0.4606713981646788,0.6492737619909112
2876,Kepler-1760 b,0.753396,0.637765,0.832415,0.129657,0.6931735712936552,0.32852462868862664,0.4772049770549521
2877,Kepler-1761 b,0.903433,0.964683,0.894626,0.043572,0.933555813403248,0.19743516422360025,0.429321261214917
2879,Kepler-1763 b,0.961293,0.968413,0.942148,0.000357,0.964846432345065,0.018339761067145886,0.13302275382691725
2881,Kepler-1765 b,0.726909,0.583746,0.82215,0.019487,0.6514063410145775,0.12657502538020682,0.2871441696199799
2882,Kepler-1766 b,0.754865,0.642032,0.832511,0.18775,0.696166277321733,0.3953529312525708,0.5246249883281745
2884,Kepler-1768 b,0.760819,0.654221,0.83492,0.014214,0.7055095796649399,0.10893829849965529,0.2772309744308986
2895,Kepler-1777 b,0.774702,0.680715,0.841399,0.01943,0.7261895564726885,0.12786079371722983,0.30471490459076833
2902,Kepler-1781 b,0.741924,0.616366,0.827075,0.01248,0.6762371833787314,0.10159673223091381,0.2621135022167235
2903,Kepler-1782 b,0.760819,0.651591,0.835936,0.020705,0.7040900603111793,0.13156008087562124,0.30435200882901986
2904,Kepler-1783 b,0.918253,0.996142,0.90186,0.02879,0.9564049246663255,0.16113518982518996,0.3925690882963849
2908,Kepler-1787 b,0.749037,0.627594,0.831177,0.10768,0.6856319179982798,0.29916741025720034,0.452900348086886
2909,Kepler-1788 b,0.741924,0.616366,0.827075,0.007605,0.6762371833787314,0.07930892367823435,0.23158506680044802
2911,Kepler-179 b,0.854252,0.855648,0.87308,0.003584,0.85494971506867,0.05593852625874228,0.21868842467371935
2912,Kepler-179 c,0.794346,0.725209,0.848233,0.012842,0.7589906905318404,0.10436957500153002,0.28145254626832916
2917,Kepler-1794 b,0.826558,0.791641,0.862568,0.047509,0.8089111210003235,0.20243454031365302,0.4046622677422522
2918,Kepler-1795 b,0.85014,0.84426,0.872134,0.096455,0.8471948987098542,0.29003738546952873,0.495699700831994
2921,Kepler-1798 b,0.750482,0.631779,0.831265,0.168906,0.6885773503957271,0.37470741397789287,0.5079518070550909
2923,Kepler-18 b,0.794346,0.931925,0.776242,0.003068,0.8603899674275612,0.04880072187990665,0.20490888587051162
2926,Kepler-180 b,0.880135,0.90912,0.885568,0.027647,0.8945101068182517,0.15647139833209137,0.3741192954607397
2928,Kepler-1800 b,0.999341,0.981796,0.993222,0.008655,0.9905296544960176,0.09271643009736732,0.30304846719699713
2930,Kepler-1802 b,0.848103,0.838623,0.871672,0.063286,0.8433496796519224,0.2348715269929499,0.44506047572084195
2931,Kepler-1802 c,0.749037,0.630007,0.830226,0.359039,0.6869487268049923,0.5459702490191202,0.6124161717631966
2932,Kepler-1804 b,0.862645,0.873137,0.877035,0.057851,0.8678751450323946,0.22524953226366531,0.44214078129234763
2933,Kepler-1805 b,0.87127,0.888934,0.881887,0.121252,0.8800576834389892,0.32700238917170005,0.5364522020585442
2934,Kepler-1806 b,0.744747,0.619935,0.829052,0.030986,0.6794812222902117,0.16027790013598256,0.3300088233525066
2937,Kepler-1809 b,0.877896,0.904927,0.884324,0.008997,0.8913090337206282,0.0891978869032221,0.2819625549352835
2938,Kepler-181 b,0.931128,0.968789,0.905622,0.005912,0.9497718483888643,0.0731712871555503,0.26362099432844754
2939,Kepler-181 c,0.794346,0.718529,0.850693,0.009259,0.755487019765396,0.08875002246196899,0.25893916268866113
2942,Kepler-1812 b,0.749037,0.630007,0.830226,0.004615,0.6869487268049923,0.061899054839310755,0.20620736386535016
2943,Kepler-1813 b,0.898638,0.95307,0.892794,0.005052,0.9254538987221352,0.06715947653161093,0.24930503282588798
2944,Kepler-1814 b,0.743332,0.618157,0.828056,0.006923,0.6778612535939784,0.07571414457021884,0.22654731283589363
2946,Kepler-1816 b,0.797755,0.728295,0.851158,0.560804,0.7622342013613664,0.690892763771629,0.7256873252440164
2947,Kepler-1817 b,0.754865,0.639514,0.833493,0.205101,0.6947997809513184,0.41346130144549204,0.5359783779931565
2948,Kepler-1818 b,0.840091,0.821001,0.8683,0.002279,0.8304911505193779,0.04448433094922301,0.19220781251058708
2955,Kepler-1823 b,0.7811,0.693255,0.844311,0.020477,0.7358678417351855,0.13148747600817348,0.3110585237304093
2956,Kepler-1824 b,0.741924,0.616366,0.827075,0.192266,0.6762371833787314,0.3987711147387684,0.5192916862840591
2957,Kepler-1825 b,0.896267,0.946317,0.892234,0.001547,0.9209520609885186,0.037152200446272356,0.18497404026309497
2958,Kepler-1826 b,0.884662,0.918055,0.887933,0.009721,0.9012038462024005,0.09290638671802924,0.2893572066616893
2959,Kepler-1827 b,0.815425,0.76414,0.859158,0.001787,0.7893661124598649,0.0391831002601887,0.17586873379458406
2960,Kepler-1828 b,0.776288,0.682369,0.842667,0.018638,0.7278151319339273,0.12532209520272153,0.30201211441630116
2961,Kepler-1829 b,0.729577,0.591442,0.822227,0.012793,0.6568884837124183,0.10256095753745673,0.2595594573211958
2962,Kepler-183 b,0.784355,0.699555,0.845833,0.005961,0.7407425072351391,0.07100711593213739,0.22934251478325524
2963,Kepler-183 c,0.754865,0.473698,0.52989,0.016801,0.597978294564276,0.09435402423850293,0.23753243673110488
2965,Kepler-1831 b,0.797755,0.728295,0.851158,0.007526,0.7622342013613664,0.08003633617301581,0.2469948031492334
2966,Kepler-1832 b,0.941793,0.944429,0.910346,0.004451,0.943110079045389,0.06365492947133003,0.24501756174881573
2967,Kepler-1833 b,0.923344,0.989914,0.903317,0.003113,0.9560497646127004,0.05302853779805738,0.22516198853178668
2968,Kepler-1834 b,0.889254,0.932529,0.88851,0.015547,0.9106344729725534,0.11753154882838905,0.3271517690995847
