,P.Name,PSI_P_RADIUS,PSI_P_DENSITY,PSI_P_ESCAPE,PSI_P_TEMP_SURF,PSI_Interior,PSI_Surface,PSI_Global
30,55 Cnc e,0.813609,0.895275,0.741526,0.000387,0.8534657564747399,0.016940205488718253,0.12024094682040085
33,61 Vir b,0.777883,0.686974,0.842833,0.004745,0.7310166865687814,0.06323956502854838,0.21500971440197864
63,BD-06 1339 b,0.688725,0.51925,0.803038,0.033221,0.5980137592480628,0.16333317298699612,0.3125307741453115
72,CD Cet b,0.822801,0.782244,0.861444,0.183938,0.8022662559549666,0.39806065677481867,0.5651111684913941
110,CoRoT-7 b,0.846081,0.918254,0.841935,0.000634,0.8814291024092635,0.02310382630648006,0.14270383626076857
111,CoRoT-7 c,0.689871,0.51541,0.80614,0.006408,0.5962938974281055,0.07187311820145276,0.2070205346642095
120,DMPP-1 c,0.667893,0.478095,0.795934,0.003777,0.5650807940772717,0.05482921409248905,0.17601970298241174
121,DMPP-1 d,0.852189,0.846992,0.873623,0.001043,0.8495865261925944,0.030185903812872658,0.16014224040009642
122,DMPP-1 e,0.815425,0.767618,0.857909,0.00288,0.7911604816028162,0.04970692024255778,0.19830822211419977
124,DMPP-3 A b,0.898638,0.95307,0.892794,0.014404,0.9254538987221352,0.1134010792541235,0.32395597064265763
127,EPIC 201170410.02,0.988078,0.994791,0.983664,0.155653,0.9914288182708832,0.3912930520620063,0.6228476605105313
128,EPIC 201238110 b,0.813609,0.762825,0.857473,0.679868,0.7878078988084595,0.7635237085801593,0.7755707630816016
129,EPIC 201427007 b,0.880135,0.90912,0.885568,0.000251,0.8945101068182517,0.014908976088249655,0.11548259519620677
130,EPIC 201497682 b,0.893091,0.865849,0.8249,0.008286,0.8793645144415368,0.08267479301455795,0.26963174741821727
131,EPIC 201595106 b,0.923344,0.989914,0.903317,0.00035,0.9560497646127004,0.017780915330769673,0.13038190026449492
132,EPIC 201615463 c,0.941793,0.955399,0.914043,0.001007,0.948571605313484,0.030338775535607897,0.1696422736615406
133,EPIC 201754305 d,0.991182,0.991984,0.991815,0.010424,0.9915829189170213,0.10167929759788863,0.3175270928685407
134,EPIC 201757695.02,0.972227,0.956209,0.951437,0.002872,0.964184737196664,0.052273579024206866,0.22450253239948975
135,EPIC 201833600 c,0.999341,0.988827,0.99553,0.022,0.9940700996443863,0.1479920943834501,0.38355510166120543
136,EPIC 201841433 b,0.988078,0.993188,0.987619,0.00845,0.9906297051189208,0.09135305440980065,0.3008272749464276
137,EPIC 205950854 c,0.920789,0.996901,0.902581,0.014155,0.9580894921086442,0.11303111985201243,0.32908042818053745
138,EPIC 206024342 b,0.842075,0.821933,0.870331,0.006237,0.8319430455115302,0.07367668862672914,0.24757788414825296
139,EPIC 206024342 c,0.901027,0.957871,0.894037,0.000518,0.9290143343980221,0.02152001779739041,0.14139450134385084
141,EPIC 206032309 b,0.997472,0.989788,0.99976,0.052876,0.9936225721751696,0.2299202247737245,0.47796853990065213
142,EPIC 206042996 b,0.842075,0.821933,0.870331,0.040098,0.8319430455115302,0.18681148904176104,0.39422901862996657
143,EPIC 206042996 c,0.947253,0.957458,0.92137,0.000727,0.9523418308958186,0.025881189887638472,0.15699598645620202
144,EPIC 206215704 b,0.999341,0.988827,0.99553,0.125913,0.9940700996443863,0.35404825785477323,0.5932527176209274
145,EPIC 206317286 b,0.989528,0.964925,0.97558,0.003159,0.9771490702037228,0.05551447757117057,0.2329075356048291
146,EPIC 206317286 c,0.779487,0.688604,0.844134,0.100963,0.7326376090182649,0.29193543985271814,0.4624747373007426
147,EPIC 211822797 b,0.806457,0.749776,0.85368,0.295863,0.7776002209567587,0.5025657428038645,0.6251361712855709
149,EPIC 212297394 b,0.884662,0.921073,0.886909,0.004942,0.9026839326840819,0.06620501701532898,0.24446309562552324
150,EPIC 212297394 c,0.754865,0.639514,0.833493,0.014961,0.6947997809513184,0.11166865617978933,0.278545073287692
151,EPIC 212424622 b,0.768446,0.665493,0.839716,0.022002,0.7151191745981924,0.13592435922968335,0.31177253820713485
152,EPIC 212499991 b,0.860526,0.862671,0.878117,0.200291,0.861597832486828,0.4193792222404443,0.6011124926936543
153,EPIC 212587672 b,0.933763,0.961695,0.906425,0.024323,0.947626090968901,0.14848223892102383,0.37510750945167737
154,EPIC 212587672 c,0.749037,0.630007,0.830226,0.039881,0.6869487268049923,0.1819622024102808,0.3535515567387233
155,EPIC 212624936 b,0.947253,0.957458,0.92137,0.000229,0.9523418308958186,0.01452562322243008,0.11761529923675695
156,EPIC 212624936 c,0.751935,0.635998,0.831354,0.023398,0.6915411456522309,0.13947050187046722,0.3105633440188885
159,EPIC 220492298 b,0.996115,0.987378,0.991089,0.00025,0.9917368786477591,0.01574078301737242,0.12494284700262187
160,EPIC 220554210 c,0.860526,0.862671,0.878117,0.000391,0.861597832486828,0.018529537150182677,0.12635271681124055
161,EPIC 220674823 b,0.860526,0.678428,0.720506,0.000207,0.7640712879882349,0.01221248303990634,0.0965981762034652
162,EPIC 220674823 c,0.76537,0.690101,0.826714,0.027086,0.7267617232422191,0.14964082131557552,0.3297775328409876
163,EPIC 228836835 b,0.972948,0.983791,0.961506,0.009276,0.9783544786364501,0.09444008500631498,0.30396690630516887
166,EPIC 249893012 b,0.801204,0.912337,0.732841,0.001221,0.8549666974496726,0.029913188746771884,0.15992116868324927
170,G 264-012 b,0.903433,0.96198,0.895537,0.082636,0.9322470044682364,0.2720360188136858,0.503591862172656
171,G 264-012 c,0.832284,0.803552,0.865157,0.360547,0.8177918272812464,0.5585067241126108,0.6758270743769555
172,G 9-40 b,0.789307,0.710648,0.847607,0.213689,0.7489455527179529,0.4255869972438068,0.5645719519072274
173,GJ 1061 b,0.972948,0.98255,0.961094,0.369311,0.9777372128542516,0.5957705818803073,0.7632215066598997
174,GJ 1061 c,0.952801,0.96581,0.930925,0.807283,0.9592834481059287,0.8669024897732155,0.9119239055761532
175,GJ 1061 d,0.958439,0.966156,0.937911,0.637784,0.9622897643038713,0.7734239647334443,0.8627038685031566
176,GJ 1132 b,0.964171,0.928727,0.932345,0.091376,0.9462830656399807,0.2918800382348885,0.5255484158286704
177,GJ 1132 c,0.893912,0.940246,0.891468,0.630714,0.9167863340779029,0.7498408818889511,0.8291223511935456
181,GJ 1252 b,0.952801,0.887345,0.979995,0.006682,0.9194907304290784,0.08092173125928535,0.2727760652681717
182,GJ 1265 b,0.712703,0.559836,0.814863,0.274411,0.6316619322928998,0.4728714103146859,0.546529842520464
184,GJ 15 A b,0.869091,0.881993,0.881669,0.333314,0.8755182341693404,0.5421001946743793,0.6889256891597004
188,GJ 163 c,0.726909,0.585789,0.821312,0.860032,0.6525452445623982,0.8404490478214608,0.740561293515189
191,GJ 180 b,0.734994,0.601167,0.824821,0.738096,0.6647210979034741,0.7802544974660511,0.7201747192173279
192,GJ 180 c,0.737745,0.607379,0.825635,0.836069,0.6693958622183139,0.830835620814972,0.7457599659120395
193,GJ 180 d,0.70896,0.552833,0.813267,0.356011,0.6260483077846309,0.5380817762543162,0.5804008834191787
194,GJ 2030 b,0.796045,0.725086,0.850302,0.000286,0.7597375105060957,0.015594434007042385,0.1088470324366355
197,GJ 229 A c,0.686447,0.50948,0.804569,0.499837,0.5913806029622548,0.6341556238440214,0.6123947543870556
199,GJ 251 b,0.82094,0.779385,0.860252,0.507218,0.7998926939908878,0.6605568097718773,0.7268937791056224
201,GJ 273 b,0.877896,0.90319,0.884916,0.964898,0.8904531926159848,0.9240420329011013,0.907092155355866
202,GJ 273 c,0.985,0.995854,0.980244,0.231828,0.990412131387737,0.4767053660616797,0.6871206427150327
204,GJ 3082 b,0.69451,0.525014,0.807602,0.271478,0.6038439145507719,0.46823730709545136,0.531735129980359
205,GJ 3090 b,0.774702,0.490399,0.920193,0.039034,0.6163708997819414,0.18952259380348296,0.34178386689786894
206,GJ 3138 b,0.950016,0.96845,0.928421,0.014511,0.9591887171980288,0.1160703111523356,0.33366649945564636
207,GJ 3138 c,0.813609,0.764728,0.856789,0.119753,0.7887899488152724,0.3203171133689238,0.5026558658355925
215,GJ 3293 d,0.707724,0.549635,0.81312,0.675092,0.6236905328285816,0.7408986482913841,0.679773103855124
216,GJ 3293 e,0.85633,0.857378,0.874952,0.417505,0.8568538397766564,0.6043979109494009,0.7196392643192725
217,GJ 3323 b,0.941793,0.945264,0.910628,0.514993,0.9435269038835088,0.6848116862349825,0.8038272513771463
218,GJ 3323 c,0.918253,0.999093,0.90087,0.249832,0.9578205179098013,0.474411376170513,0.6740926865245923
219,GJ 3341 b,0.732272,0.597147,0.823163,0.385012,0.6612669869152701,0.5629632607515344,0.6101385245836904
222,GJ 3473 b,0.931128,0.952428,0.932045,0.028944,0.9417177808579383,0.1642471018922404,0.3932866846287938
223,GJ 3473 c,0.711449,0.554961,0.815395,0.616337,0.6283521691607342,0.7089133290572268,0.6674183306293481
226,GJ 357 b,0.941793,0.995351,0.927445,0.12652,0.9682017374199449,0.34254976485176575,0.5758969330377383
227,GJ 357 c,0.85014,0.84426,0.872134,0.332075,0.8471948987098542,0.5381578746520392,0.6752218939768947
228,GJ 357 d,0.74617,0.623824,0.829221,0.490014,0.6822600340632595,0.6374401141236721,0.659469418529248
229,GJ 3634 b,0.689871,0.508826,0.809069,0.07053,0.5924730385815037,0.23887996268000378,0.37620464822388633
230,GJ 367 b,0.902615,0.79428,0.952,0.002428,0.84671662449724,0.04807760393364045,0.2017625002734831
231,GJ 3779 b,0.699236,0.534807,0.809124,0.128218,0.6115196705356255,0.32209355943886864,0.443809133918742
232,GJ 3929 b,0.975923,0.836896,0.915437,0.097934,0.9037400372939112,0.29942011815841635,0.5201903005161039
233,GJ 3929 c,0.757825,0.647336,0.833998,0.696504,0.7004051714543519,0.7621567706135005,0.7306288685759986
234,GJ 393 b,0.955609,0.959351,0.93218,0.172621,0.957478171949105,0.40114067829129474,0.6197446597952845
235,GJ 3942 b,0.719065,0.572214,0.817413,0.082982,0.6414507462853247,0.26044301788683066,0.40873141326341644
236,GJ 3998 b,0.905858,0.968114,0.896379,0.035375,0.936468799166315,0.17807135402697424,0.4083604621796291
237,GJ 3998 c,0.741924,0.616366,0.827075,0.283542,0.6762371833787314,0.48426284149209714,0.5722556596011933
238,GJ 411 b,0.891575,0.937349,0.889653,0.426848,0.9141755491561782,0.6162358345179222,0.7505649421803134
239,GJ 414 A b,0.711449,0.565765,0.810854,0.585651,0.6344390778356894,0.6891135290748542,0.6612114275406529
243,GJ 433 b,0.7476,0.626074,0.83005,0.282404,0.6841439339788083,0.4841584866549382,0.5755294012727202
245,GJ 433 d,0.773125,0.67702,0.840915,0.965269,0.7234784637430474,0.9009490446939827,0.8073519869090363
248,GJ 486 b,0.923344,0.868325,0.862061,0.042923,0.8954120162249333,0.19235967431611026,0.4150194740247255
250,GJ 514 b,0.774702,0.682458,0.840739,0.324018,0.727118681864247,0.5219334912630152,0.616041875352616
251,GJ 536 b,0.768446,0.667165,0.839076,0.168671,0.7160169520269754,0.3762017915906302,0.5190056455972425
253,GJ 581 c,0.763845,0.657684,0.837208,0.509287,0.708779680140451,0.6529771440839258,0.6803064980748237
254,GJ 581 e,0.955609,0.967338,0.934857,0.101831,0.9614556145979907,0.3085407966007089,0.5446542767887609
255,GJ 625 b,0.882391,0.913891,0.886637,0.59006,0.8980028916328722,0.7233042431923098,0.805933807404194
257,GJ 667 C b,0.760819,0.662053,0.831907,0.27564,0.7097200162085046,0.4788599434907873,0.5829721149899755
258,GJ 667 C c,0.830363,0.802411,0.863278,0.90953,0.8162673613424709,0.88610227363437,0.8504683208556867
259,GJ 667 C e,0.891575,0.907754,0.899693,0.406504,0.8996281301460065,0.6047551597729448,0.737600673523746
260,GJ 667 C f,0.891575,0.907754,0.899693,0.658542,0.8996281301460065,0.7697308799872848,0.8321487560998942
261,GJ 667 C g,0.796045,0.709704,0.855984,0.076752,0.7516357633056053,0.2563171550403913,0.43892726103205953
265,GJ 676 A d,0.830363,0.800287,0.864028,0.02964,0.815186306423875,0.16003059057567712,0.36118519632761475
266,GJ 676 A e,0.729577,0.590401,0.822651,0.47276,0.6563101327703238,0.6236316915936841,0.6397622982871314
268,GJ 682 b,0.802945,0.737564,0.853943,0.417068,0.769560475843192,0.5967849689159405,0.6776888110740915
269,GJ 682 c,0.684191,0.505891,0.803397,0.106641,0.58832479905321,0.2927030226646114,0.4149752366002394
270,GJ 685 b,0.678637,0.496607,0.800736,0.431902,0.5805306922626917,0.5880811847627843,0.5842937423051894
274,GJ 740 b,0.873463,0.892556,0.883262,0.02342,0.8829578933493941,0.1438262703402963,0.3563601277752163
281,GJ 876 d,0.725586,0.57179,0.825491,0.060709,0.6441139797737665,0.223863201797437,0.3797280840741766
283,GJ 887 b,0.811805,0.758063,0.857043,0.196089,0.7844739216283738,0.4099471976084237,0.5670916026255741
284,GJ 887 c,0.707724,0.549635,0.81312,0.501586,0.6236905328285816,0.6386310424024187,0.6311165780716246
288,GJ 9689 b,0.666845,0.47592,0.795644,0.304068,0.5633514643630564,0.4918636800903275,0.5263954069384419
290,GJ 9827 b,0.864779,0.884323,0.797629,0.004651,0.8744964034328557,0.060907901613830036,0.2307893864585991
291,GJ 9827 c,0.936418,0.585926,0.930206,0.023005,0.7407237359960864,0.14628530011590365,0.3291762355079128
292,GJ 9827 d,0.790976,0.640301,0.876375,0.047216,0.711661944869894,0.20341809654010629,0.3804798525618195
300,Gl 49 b,0.759318,0.647515,0.835717,0.256352,0.7011916961644654,0.4628582119656084,0.5696949488382502
301,Gl 686 b,0.730921,0.591972,0.823634,0.385629,0.6577877820482835,0.5635753328402513,0.6088620272328633
478,HD 106315 b,0.73363,0.921679,0.708739,0.005659,0.822296397152511,0.06333051398022915,0.22820265878328228
487,HD 108236 b,0.858421,0.862097,0.87581,0.004319,0.8602570364937447,0.06150303561613849,0.23001830178163765
488,HD 108236 c,0.782723,0.69486,0.845644,0.008705,0.737484171884387,0.08579819939835567,0.25154485491154027
491,HD 108236 f,0.790976,0.715463,0.847813,0.074511,0.752272598123845,0.2513392019622088,0.4348282355947974
505,HD 110113 b,0.785996,0.672729,0.857913,0.001749,0.7271604383380603,0.038736156714367004,0.16783146515463335
551,HD 125595 b,0.739131,0.61051,0.82605,0.04575,0.6717491100180185,0.19440109953392753,0.3613706761739807
580,HD 136352 b,0.85014,0.982375,0.813342,0.014956,0.9138688541032569,0.11029208018711045,0.31747834089471233
582,HD 136352 d,0.719065,0.667494,0.77974,0.259697,0.6927998073830564,0.44999570973510405,0.5583519866783693
587,HD 137496 b,0.920789,0.700213,0.799167,0.00032,0.8029622830849529,0.015991667830467213,0.11331683948773082
590,HD 13808 c,0.661668,0.467385,0.793208,0.26549,0.5561058336144299,0.4588995444756946,0.5051699849812321
618,HD 1461 b,0.736366,0.603826,0.825403,0.004925,0.6668110199419323,0.06375821339247204,0.2061908807438138
619,HD 1461 c,0.760819,0.651328,0.836038,0.017206,0.7039479509395563,0.11993694104820249,0.29056731387552953
643,HD 15337 b,0.854252,0.721598,0.728891,0.009325,0.7851283555546825,0.08244336586408879,0.25441820742090193
644,HD 15337 c,0.740524,0.731617,0.781752,0.058619,0.7360570272118866,0.21406896199122374,0.3969470541288781
649,HD 154088 b,0.732272,0.596509,0.823421,0.043232,0.6609136391753464,0.18867468476719393,0.35312557614784496
658,HD 155918 b,0.710201,0.554803,0.813944,0.00107,0.6277114348193762,0.02951135510273969,0.1361051617500411
665,HD 156668 b,0.813609,0.759003,0.85885,0.001984,0.7858318343176229,0.04127903099637878,0.1801065702486679
669,HD 158259 b,0.925919,0.981366,0.903554,0.000821,0.9532394375779886,0.02723633297637551,0.16112959606505262
670,HD 158259 c,0.760819,0.652118,0.835732,0.001685,0.7043747331087338,0.0375261031816521,0.16258056130173437
671,HD 158259 d,0.766904,0.664362,0.838304,0.003202,0.7137940005687916,0.05180974240430076,0.19230570272148562
672,HD 158259 e,0.74617,0.622407,0.829782,0.006077,0.6814847255735084,0.07101116260138261,0.2199841418331308
673,HD 158259 f,0.744747,0.620402,0.828866,0.011151,0.679737102337367,0.09613888269581668,0.255634828506615
697,HD 164922 d,0.82094,0.779385,0.860252,0.02571,0.7998926939908878,0.14871811900370446,0.34490366315122056
704,HD 168009 b,0.668947,0.47977,0.796463,0.016984,0.5665162859000613,0.11630618036888667,0.25668919986981203
722,HD 175607 b,0.678637,0.495634,0.801177,0.086085,0.5799616977508084,0.2626201097498057,0.3902686314758092
724,HD 176986 b,0.756341,0.642774,0.833992,0.020347,0.6972491161227815,0.13026601714952368,0.3013766170729582
725,HD 176986 c,0.675364,0.490948,0.799267,0.072967,0.575819941537283,0.24149558006100236,0.37290477442939585
741,HD 181433 b,0.739131,0.61051,0.82605,0.03287,0.6717491100180185,0.16477943894794642,0.33270173047724205
759,HD 189567 b,0.688725,0.51534,0.804764,0.009523,0.5957579554651369,0.08754294701459393,0.22837339409135926
760,HD 189567 c,0.721654,0.57503,0.819383,0.031912,0.644183746783478,0.16170389697221277,0.3227491630059628
771,HD 191939 d,0.674283,0.168298,0.988307,0.115914,0.33686863958225616,0.3384650906637197,0.33766592164145354
797,HD 20329 b,0.840091,0.797525,0.739133,0.000281,0.8185313523469948,0.014411674885314337,0.10861126890641488
811,HD 20781 b,0.944512,0.952759,0.916458,0.009227,0.9486265380053417,0.09195737037345077,0.2953526737672127
812,HD 20781 c,0.769997,0.67278,0.838789,0.035586,0.7197489712809599,0.17276905207241255,0.35263344636932203
818,HD 207897 b,0.726909,0.956546,0.68972,0.064524,0.8338596382569431,0.21095851080247982,0.4194160076880462
819,HD 20794 b,0.891575,0.939853,0.888805,0.036599,0.9153957824214617,0.18035901473172888,0.4063248471446398
820,HD 20794 c,0.91076,0.982559,0.897408,0.101091,0.9459785593976219,0.3011973972795914,0.5337848630046201
821,HD 20794 d,0.787646,0.702667,0.848596,0.264864,0.7439441187898457,0.4740912685802176,0.5938833311601446
822,HD 20794 e,0.789307,0.71097,0.847487,0.495695,0.7491152099577207,0.6481474126037996,0.6968049117767818
838,HD 213519 b,0.668947,0.478873,0.796879,0.013895,0.565986445713146,0.10522658269182744,0.24404265924687812
839,HD 213885 b,0.834217,0.739712,0.712338,0.000286,0.7855446044013032,0.014273355176691989,0.10588841837403089
843,HD 215152 b,0.950016,0.957148,0.924628,0.018732,0.953575332298398,0.13160597135388652,0.3542544394446395
844,HD 215152 c,0.952801,0.971694,0.932896,0.025955,0.9622011301666612,0.15560628419186673,0.3869425571198506
845,HD 215152 d,0.884662,0.922276,0.8865,0.04458,0.9032732314820361,0.19879680580934897,0.42375444917040983
846,HD 215152 e,0.880135,0.912633,0.884373,0.129985,0.8962367128471139,0.3390504747157862,0.5512435786007214
847,HD 215497 b,0.739131,0.61051,0.82605,0.010533,0.6717491100180185,0.09327799660155657,0.2503186193661178
852,HD 216520 c,0.670005,0.480154,0.797597,0.850399,0.5671909561778996,0.8235749457110749,0.6834648937158561
855,HD 21693 b,0.693342,0.521694,0.807627,0.058987,0.6014252749494321,0.2182647334064759,0.36231191989879974
861,HD 217786 c,0.712703,0.55746,0.815864,0.000916,0.6303200888278906,0.027337363150091856,0.13126800512343517
866,HD 219134 b,0.860526,0.925356,0.806484,0.009129,0.8923524512523064,0.0858043847131369,0.2767087874046714
867,HD 219134 c,0.877896,0.878191,0.811056,0.027673,0.8780434876109497,0.14981439412820116,0.36268933416168603
869,HD 219134 f,0.920789,0.448006,0.695581,0.132983,0.6422764177003543,0.3041388632236926,0.44197422951431375
891,HD 22496 b,0.762327,0.656761,0.835747,0.066529,0.7075780118453371,0.2357995168845772,0.40846854634265306
899,HD 23472 b,0.794346,0.975282,0.745596,0.095882,0.8801768887967918,0.26737471023266207,0.48511549201765164
900,HD 23472 c,0.813609,0.666082,0.893333,0.180592,0.7361591607376763,0.40165755705077927,0.5437682319724526
901,HD 23472 d,0.916309,0.861995,0.944875,0.012896,0.888737180754243,0.11038617667081327,0.3132160587336773
902,HD 23472 e,0.941766,0.854524,0.977856,0.033664,0.8970850848074556,0.18143468351999295,0.4034381593906887
903,HD 23472 f,0.964171,0.675185,0.931528,0.059585,0.8068418659409042,0.23559519494251152,0.43599090207724184
905,HD 238090 b,0.724268,0.579787,0.820584,0.197605,0.6480132490281353,0.4026803959966266,0.510825050021737
918,HD 260655 b,0.936418,0.944201,0.903746,0.040937,0.9403014474188583,0.19234513251444654,0.42527921005770575
919,HD 260655 c,0.873463,0.915274,0.875517,0.103905,0.8941241378365758,0.3016133184807992,0.5193069885401824
923,HD 26965 b,0.688725,0.513983,0.805365,0.167297,0.59497305962119,0.3670628671018086,0.4673248518032069
930,HD 28109 b,0.76537,0.713006,0.626435,0.010817,0.7387241719478251,0.08231735779894785,0.24659647600272108
938,HD 285968 b,0.689871,0.508826,0.809069,0.289647,0.5924730385815037,0.48409132262724974,0.5355474366178086
954,HD 3167 b,0.85633,0.948544,0.809323,0.000692,0.9012583888763533,0.02366540758153132,0.14604330559472128
956,HD 3167 d,0.779487,0.689509,0.843793,0.019714,0.7331188865954826,0.12897494020932904,0.30749628382304434
957,HD 3167 e,0.664761,0.471233,0.795246,0.446551,0.559693952364147,0.595917692761341,0.5775218859448691
990,HD 39194 b,0.82094,0.779385,0.860252,0.013484,0.7998926939908878,0.10770161543820965,0.2935127515458913
991,HD 39194 c,0.740524,0.612754,0.82683,0.047247,0.673616391647353,0.1976492777877015,0.36488325984492187
992,HD 39194 d,0.82094,0.779385,0.860252,0.146323,0.7998926939908878,0.3547881810263696,0.5327217603189395
993,HD 39855 b,0.688725,0.51534,0.804764,0.005341,0.5957579554651369,0.06556099849758239,0.19763219986422403
994,HD 40307 b,0.82094,0.779785,0.860109,0.016165,0.8000979301935482,0.11791379047846778,0.3071523721267635
995,HD 40307 c,0.732272,0.597147,0.823163,0.048031,0.6612669869152701,0.19883999108076825,0.3626104270153284
996,HD 40307 d,0.668947,0.478488,0.797058,0.125249,0.5657588816236118,0.3159599934200531,0.42279684544132184
997,HD 40307 f,0.774702,0.683618,0.840301,0.368819,0.7277363752321303,0.5567036684978822,0.6365009896230157
998,HD 40307 g,0.719065,0.569141,0.818692,0.710906,0.6397260141380839,0.7628978011188655,0.698602583379478
1016,HD 45184 c,0.681954,0.501452,0.802637,0.018102,0.5847796142206053,0.12053769109286937,0.265495733480466
1040,HD 5278 b,0.732272,0.672677,0.793644,0.012532,0.7018422416355402,0.09972936682843224,0.26456432558408166
1059,HD 63433 b,0.771557,0.674482,0.840005,0.011232,0.7213884587890217,0.09713359954207401,0.26470938341941486
1096,HD 73583 c,0.740524,0.821523,0.750176,0.144267,0.7799727546857006,0.3289766572144595,0.5065499279980755
1108,HD 7924 b,0.739131,0.61051,0.82605,0.015347,0.6717491100180185,0.11259391346782471,0.2750179288072998
1109,HD 7924 c,0.701632,0.537683,0.81081,0.057544,0.6142113631772047,0.21600289498059974,0.3642408990987376
1110,HD 7924 d,0.736366,0.603826,0.825403,0.105408,0.6668110199419323,0.29496453926531574,0.44349250870133905
1113,HD 80653 b,0.858421,0.848714,0.77802,0.000133,0.8535537010604546,0.010172347811591974,0.09318071218368394
1129,HD 85512 b,0.840091,0.807233,0.873135,0.514222,0.8234981349116706,0.6700635984516693,0.7428298079621956
1134,HD 86226 c,0.769997,0.823897,0.784176,0.00289,0.7964911916079173,0.04760534255732228,0.19472348605236278
1150,HD 93351 b,0.842075,0.823319,0.869845,0.002689,0.8326441898704392,0.04836334567624535,0.20067251625477098
1152,HD 93385 b,0.811805,0.758063,0.857043,0.005566,0.7844739216283738,0.0690673681125899,0.23276930450519864
1153,HD 93385 c,0.719065,0.56991,0.818371,0.013017,0.6401580540382196,0.103212088957641,0.2570448404857469
1154,HD 93385 d,0.684191,0.505891,0.803397,0.07,0.58832479905321,0.23714508217544805,0.3735215292554466
1155,HD 93963 A b,0.913239,0.451619,0.68862,0.000351,0.6422118684211621,0.015546884575373936,0.09992193848839723
1171,HD 96700 b,0.680844,0.501157,0.801401,0.006891,0.5841316088930644,0.07431321747172571,0.20834754446304213
1172,HD 96700 c,0.844071,0.827926,0.870607,0.025209,0.8359595245859694,0.1481456440905368,0.35191442454580824
1177,HD 97658 b,0.776288,0.927359,0.756593,0.031848,0.8484678328563788,0.15522877911006064,0.3629140749660375
1192,HIP 116454 b,0.730921,0.911973,0.708754,0.042362,0.8164436398999015,0.1732750326734928,0.37612404653215253
1203,HIP 38594 b,0.696862,0.529968,0.80832,0.826525,0.6077125639774119,0.8173718174735413,0.7047887079967463
1214,HIP 54373 b,0.686447,0.511553,0.803646,0.111184,0.5925825024340493,0.29891901388837744,0.4208731130341935
1218,HIP 57274 b,0.739131,0.61051,0.82605,0.004821,0.6717491100180185,0.06310615698963136,0.2058919736037377
1247,HIP 97166 c,0.662694,0.469157,0.793651,0.057605,0.5575908257476982,0.21381830102916824,0.34528701543907475
1253,HR 858 b,0.7811,0.693255,0.844311,0.001264,0.7358678417351855,0.03266816652339093,0.1550466161933672
1254,HR 858 c,0.802945,0.739695,0.853166,0.00275,0.7706713967541549,0.048437655806201026,0.19320847770132124
1255,HR 858 d,0.769997,0.67278,0.838789,0.007213,0.7197489712809599,0.07778293551287455,0.23660977963432683
1266,K2-101 b,0.794346,0.725209,0.848233,0.084484,0.7589906905318404,0.267697808679862,0.45075508279307175
1267,K2-102 b,0.923344,0.989914,0.903317,0.05373,0.9560497646127004,0.2203071093042619,0.4589385143925535
1268,K2-104 b,0.826558,0.787475,0.864047,0.027364,0.8067798714953169,0.15376534755269147,0.3522141214360849
1274,K2-111 b,0.822801,0.933691,0.809157,0.002371,0.8764940892504638,0.043800813314366666,0.19593660702994067
1279,K2-116 b,0.893091,0.859455,0.822703,0.021885,0.8761115941505396,0.13418217152438694,0.342868132378633
1280,K2-117 b,0.789307,0.710648,0.847607,0.013491,0.7489455527179529,0.10693486820022738,0.282998929271898
1281,K2-117 c,0.784355,0.699555,0.845833,0.093311,0.7407425072351391,0.2809368666853818,0.4561818486122763
1284,K2-12 b,0.7476,0.625835,0.830144,0.008737,0.6840133375892608,0.08516435949386339,0.241357738183488
1285,K2-120 b,0.792656,0.720317,0.848022,0.048675,0.7556213284125852,0.20316857741786745,0.39181438253359735
1287,K2-122 b,0.958439,0.961015,0.93619,0.03063,0.9597261357204981,0.16933841767301358,0.40313583966492617
1290,K2-125 b,0.768446,0.671052,0.837593,0.729598,0.7180997320651219,0.7817328044888483,0.7492410276072435
1291,K2-126 b,0.797755,0.728295,0.851158,0.056001,0.7622342013613664,0.21832475617300023,0.407939451584352
1293,K2-128 b,0.896267,0.94502,0.892672,0.036412,0.9203207268881866,0.18028858217868374,0.4073368618236346
1294,K2-129 b,0.988078,0.993188,0.987619,0.315429,0.9906297051189208,0.5581430583201765,0.7435812620540468
1295,K2-13 b,0.810011,0.752586,0.85689,0.102106,0.7807707335998193,0.29579318846112734,0.4805691050708774
1296,K2-130 b,0.933763,0.968917,0.908854,0.010578,0.9511776094247594,0.09805028103988281,0.3053902944151001
1297,K2-131 b,0.880135,0.68239,0.744609,0.00026,0.7749808530860618,0.013913962052557136,0.1038414858392243
1299,K2-133 b,0.913239,0.983055,0.900221,0.052982,0.9475041768483135,0.21839301504855874,0.45489371720546545
1300,K2-133 c,0.860526,0.86786,0.876328,0.095512,0.8641852199384111,0.28930924619859627,0.5000167742749736
1301,K2-133 d,0.792656,0.717018,0.849239,0.253104,0.7538889970068537,0.4636224626309644,0.5912020579655531
1302,K2-133 e,0.838121,0.819975,0.866318,0.647074,0.8289983516117508,0.748713465574114,0.7878338840075755
1303,K2-136 b,0.996115,0.987378,0.991089,0.052933,0.9917368786477591,0.22904434949808303,0.4766043728745418
1305,K2-136 d,0.891575,0.939228,0.889017,0.222871,0.9150913637992656,0.4451248227261652,0.6382240054161179
